"","AL0D_1_GLbulkRNAseq_sub","AL0D_2_GLbulkRNAseq_sub","AL0D_3_GLbulkRNAseq_sub","AL0D_4_GLbulkRNAseq_sub","AL0D_5_GLbulkRNAseq_sub","AL0R_1_GLbulkRNAseq_sub","AL0R_2_GLbulkRNAseq_sub","AL0R_3_GLbulkRNAseq_sub","AL0R_4_GLbulkRNAseq_sub","AL0R_5_GLbulkRNAseq_sub","AL40D_1_GLbulkRNAseq_sub","AL40D_2_GLbulkRNAseq_sub","AL40D_3_GLbulkRNAseq_sub","AL40D_4_GLbulkRNAseq_sub","AL40D_5_GLbulkRNAseq_sub","AL40R_1_GLbulkRNAseq_sub","AL40R_2_GLbulkRNAseq_sub","AL40R_3_GLbulkRNAseq_sub","AL40R_4_GLbulkRNAseq_sub","W0D_1_GLbulkRNAseq_sub","W0D_2_GLbulkRNAseq_sub","W0D_3_GLbulkRNAseq_sub","W0D_4_GLbulkRNAseq_sub","W0D_5_GLbulkRNAseq_sub","W0R_1_GLbulkRNAseq_sub","W0R_2_GLbulkRNAseq_sub","W0R_3_GLbulkRNAseq_sub","W0R_4_GLbulkRNAseq_sub","W0R_5_GLbulkRNAseq_sub","W40D_1_GLbulkRNAseq_sub","W40D_2_GLbulkRNAseq_sub","W40D_3_GLbulkRNAseq_sub","W40D_4_GLbulkRNAseq_sub","W40D_5_GLbulkRNAseq_sub","W40R_1_GLbulkRNAseq_sub","W40R_2_GLbulkRNAseq_sub","W40R_3_GLbulkRNAseq_sub","W40R_4_GLbulkRNAseq_sub","W40R_5_GLbulkRNAseq_sub"
"Bra036598",20.49,0,7.94,0,3.96,4.52,6.36,11.61,3.6,0,0,10.62,7.21,9.47,10.48,0,5.23,2.52,0,12.22,0,6.24,3.67,8.36,16.69,3.54,8.43,21.61,32.62,6.55,17.75,0,13.2,0,1.79,19.98,12.68,51.02,7.08
"Bra036599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,6.04,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036600",0,0,0,0,0,0,0,0,0,0,0,0,80.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.22,0,0,0
"Bra036601",0,0,0,0,0,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73,0,0,0,0,0,7.66,0,0,3.4,0,0,0,9.84,0,0
"Bra036602",0,0,5.75,0,17.4,10.01,6.93,8.52,0,21.33,16.97,23.36,39.72,41.83,7.63,0,11.58,5.47,0,17.59,23.33,115.88,0,55.28,10.54,7.8,9.23,4.72,96.57,7.25,10.66,0,16.12,0,0,0,18.63,33.81,0
"Bra036603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036604",5.31,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0
"Bra036605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036606",0,0,0,13.66,0,11.22,0,0,8.78,0,0,17.43,8.9,0,0,9.99,0,6.1,0,4.9,0,7.62,9.04,0,5.91,0,0,0,0,0,7.96,0,25.25,0,26.38,24.52,5.21,6.31,12.56
"Bra036607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95,0,6.58,0,2.65,0,0,0,5.47,3.12,0,0,0,3.57,0,6.34,0,0,0,0,3.26,2.77,10.02,3.98
"Bra036608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0
"Bra036611",61.09,89.37,145.17,36.44,101.31,59.54,19.54,49.8,289.37,175.68,70.42,134,23.37,90.31,195.48,328.43,103.39,60.63,104.66,118.84,87.74,58.32,189,135.32,31.3,22.8,26.51,174.52,90.95,194.59,176.83,120.51,195.63,57.19,238.39,142.45,119.44,97.22,369.36
"Bra036612",0,15.1,8.41,0,0,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51,0,5.79,8.07,0,0,3.33
"Bra036613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036615",111.98,117.45,120.88,74.27,0,0,110.52,48.95,42.18,164.95,152.1,44.77,140.16,0,41.44,184.37,69.49,28.01,119.72,132.69,124.28,0,233.76,0,125.79,89.58,0,51.02,111.66,218.79,62.25,114.99,185.46,56.43,132.16,91.98,80.98,132.8,178.83
"Bra036616",0,13.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.39,0,13.59,0,0,0,0,0,4.57,0,0,0,0,0,0,7.26,0
"Bra036617",0,0,0,0,0,0,0,0,0,0,0,0,59.42,0,0,0,0,0,0,27.11,0,0,0,0,0,0,0,0,47.66,0,0,0,0,0,0,0,0,0,17.76
"Bra036618",0,0,0,0,0,0,103.27,0,185.11,0,0,0,0,0,0,185.87,0,0,185.93,181.61,116.12,0,0,0,99.6,0,584.01,0,0,149.38,0,0,133.12,0,0,89.23,87.01,0,319.83
"Bra036619",0,0,22.74,53.52,0,0,0,35.98,15.78,0,45.45,0,34,0,61.79,0,50.4,21.23,0,0,0,0,0,0,0,0,0,0,0,0,15.09,85.75,0,0,0,0,0,24.24,0
"Bra036620",31.85,10.82,6.16,0,3.07,7,9.87,3,2.8,0,4.02,5.49,16.74,3.67,10.84,4.7,4.05,3.92,10.41,7.91,8.31,2.42,14.21,12.95,9.23,2.74,0,13.41,0,12.66,15,15.03,12.51,6.92,4.16,3.87,6.55,7.9,10.17
"Bra036621",0,0,0,0,0,0,8.96,22.16,5.09,0,14.64,0,0,0,0,0,0,7.05,0,11.33,0,0,0,0,6.87,0,0,24.45,7.89,9.46,18.49,27.41,0,12.76,15.31,0,6.06,0,8.78
"Bra036622",0,0,14.59,15.6,0,12.81,8.79,0,9.99,0,7.18,0,20.3,0,9.7,11.4,0,6.92,0,16.68,9.87,0,20.62,0,13.48,0,0,0,0,9.28,9.07,0,0,12.52,5.01,20.94,5.95,7.2,2.87
"Bra036623",0,4.91,11.16,0,0,0,0,4.08,0,0,0,0,0,0,7.37,0,0,0,7.08,6.44,3.77,0,3.87,17.65,5.03,0,4.45,4.56,0,3.46,13.63,10.22,3.1,9.42,1.89,5.27,2.23,18.85,4.27
"Bra036624",0,0,3.44,0,5.16,0,0,0,0,0,13.49,4.62,4.7,6.18,13.64,2.64,0,0,8.73,2.64,0,0,4.78,0,6.22,0,0,3.22,3.55,0,2.1,12.61,5.74,0,0,9.76,5.51,0,5.28
"Bra036625",29.77,13.89,23.26,0,11.81,13.64,9.35,0,10.61,0,7.64,0,10.8,0,20.63,0,31.56,0,0,0,0,0,10.97,25.06,0,10.6,0,19.14,0,0,9.66,28.6,21.87,0,10.65,0,0,0,3.06
"Bra036626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036627",0,0,0,0,43.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,0,0,0,0,0,0,0,0,0,0,0,11.86
"Bra036628",0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,1.53,0,0,0,0,0,1.06
"Bra036629",0,17.04,9.61,10.12,7.24,8.32,5.78,21.26,3.28,0,18.88,6.48,6.61,17.39,0,14.84,0,0,0,7.36,0,5.69,6.72,0,21.9,19.47,7.7,7.87,10.02,0,0,88.26,0,0,16.37,9.13,11.62,18.74,3.72
"Bra036630",0,0,0,0,0,0,0,9.26,4.27,0,6.14,0,0,0,16.57,0,0,0,0,0,0,14.8,0,0,5.73,0,0,0,0,0,0,0,7.01,0,4.27,11.9,10.12,0,2.44
"Bra036631",0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,8.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036635",42.12,5.48,6.22,0,0,16,3.74,13.67,10.6,0,24.4,8.34,12.73,11.16,12.33,11.92,6.17,20.75,0,19.13,8.4,3.67,17.29,4.92,8.43,20.86,9.92,0,12.82,15.43,19.01,0,13.82,15.77,12.65,17.64,7.47,3.01,5.96
"Bra036636",0,0,0,0,0,0,10.41,0,0,0,0,0,0,0,0,0,0,0,0,13.12,11.68,20.55,12.26,0,0,0,0,0,0,0,10.79,0,9.76,0,0,0,7.07,0,6.85
"Bra036637",0,0,0,0,0,12.11,8.33,10.29,0,13.04,0,0,9.6,0,0,0,0,0,8.83,5.27,18.71,8.21,0,11.13,0,0,0,5.68,0,0,0,0,0,0,0,0,0,6.81,0
"Bra036638",43.05,40.93,0,24.71,34.81,20.25,13.62,17.08,15.49,0,11.15,15.58,0,42.18,15.08,8.98,23.43,0,0,0,30.58,0,0,18.51,0,0,0,0,0,0,0,0,6.44,0,0,0,18.69,0,9.1
"Bra036639",0,0,33.15,0,0,0,0,0,0,283.22,33.47,0,0,0,0,0,0,0,0,0,0,0,51.84,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,15.37
"Bra036640",0,0,22.43,24.56,34.6,20.13,13.55,0,30.81,0,0,0,47.64,0,0,0,0,0,0,0,15.21,0,32.2,0,0,31.09,0,0,12.22,0,21.25,0,0,0,15.57,0,0,22.6,13.57
"Bra036641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01
"Bra036642",0,0,12.81,0,0,0,15.48,0,0,0,0,0,0,0,0,0,0,36.23,0,19.3,0,245.59,0,0,36.59,17.86,0,0,0,16.83,0,142.8,14.7,44.84,0,0,53.41,26.02,20.87
"Bra036643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.67,0,0,0,0,0,0,0,62.26,0,0,0,0,0,0,0,0,0
"Bra036645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.44,0,0,0,0,0,0,0,0,9.58,28.38,0,0,0,0,0,0,6.07
"Bra036646",0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,1.08,1.89,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,1.32,1.11,0,2.13
"Bra036647",33.62,31.07,17.46,12.33,8.8,10.13,28.04,25.86,31.81,0,34.33,7.88,8.04,10.58,7.72,9.03,23.43,11.06,14.84,8.9,0,20.69,0,0,0,7.89,18.69,4.78,6.11,0,21.58,0,16.31,9.93,7.95,5.54,4.71,5.7,15.88
"Bra036648",0,0,16.23,0,6.1,0,4.88,11.94,2.77,0,7.97,0,0,0,0,0,0,0,5.16,0,0,0,0,0,0,0,0,0,0,35.44,12.45,0,11.31,0,5.52,11.54,6.52,0,20.34
"Bra036649",0,0,0,0,0,0,0,0,0,0,0,0,8.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036650",0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97,6,7.22,0,0,0,0,4.29,0,22.65,0,0,0,20.3,0,10.53,8.01,3.21,4.48,3.8,0,3.65
"Bra036651",24.41,7.46,4.21,61.88,44.36,0,20.28,31,5.75,0,16.54,22.68,28.89,22.8,0,0,16.81,8.02,21.43,3.23,39.83,0,0,0,0,0,0,3.45,4.37,0,2.59,0,4.7,14.3,2.87,0,3.39,0,8.13
"Bra036652",0,6.56,0,0,0,0,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.28,0,0,0,0,3.52,0,0,4.29
"Bra036653",0,0,16.79,0,0,5.76,0,0,0,0,0,0,0,6.03,0,2.58,0,3.2,0,2.58,13.6,0,0,0,15.18,0,5.36,0,0,0,0,0,0,0,2.28,3.18,8.07,0,0
"Bra036654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.27,0,0,0
"Bra036658",0,0,0,0,0,0,0,0,0,0,9.77,0,0,0,0,0,0,0,6.33,3.81,0,0,0,0,0,0,0,0,5.19,0,9.19,0,2.78,8.46,0,0,4.01,0,9.64
"Bra036659",0,0,0,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,6.47,0,0,5.76,0,3.52,0,0,0,0
"Bra036660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036664",0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0
"Bra036666",0,0,0,0,458.5,0,81.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.36,0,54.56,0,0,0,0,0,0,78.94,0
"Bra036667",29.84,0,62.99,0,74.08,0,38.14,0,10.86,0,31.26,22.11,22.78,0,0,12.8,0,14.8,0,35.39,0,0,23.03,0,15.24,0,25.86,65.5,0,0,40.55,0,109.58,0,33.21,15.44,13.3,32.49,45.78
"Bra036668",0,0,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,0,0,7.86,0,8.33,0,0,9.89,0,8.37,0,0,6.48,7.78,0,22.69,13.83,0,0,0,0,0,4.81
"Bra036669",26.56,0,41.93,0,21.78,0,0,21.4,77,0,41.54,0,40.1,26.51,37.52,90.13,0,0,36.15,21.01,37.96,16.79,20.29,0,13.4,0,0,58,35.49,55.49,26.79,0,32.22,0,9.78,0,35.15,57.15,120.52
"Bra036670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0
"Bra036671",0,0,0,0,0,0,0,6.63,0,0,0,6.06,0,0,0,3.47,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036672",0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,7.21,0,0,0,7.16,0,5.52,0,0,0,0,7.48,0,0,0,0,17.15,5.21,7.94,0,0,0,4.55,0
"Bra036673",0,0,0,0,0,0,0,7.07,0,52.6,0,0,13.18,0,0,7.4,0,0,0,3.67,0,5.67,6.7,0,4.37,0,0,0,0,0,2.95,0,2.68,8.15,19.59,13.66,0,9.34,0
"Bra036674",0,0,5.69,0,8.6,0,6.85,0,3.88,0,5.59,15.39,0,0,7.54,0,0,0,0,8.7,0,0,15.97,0,0,0,0,4.67,0,14.32,3.51,0,0,9.7,7.77,5.41,4.6,0,13.29
"Bra036675",0,0,0,0,129.43,0,0,0,53.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.31,0,0
"Bra036676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,3.08,0,0,0,0,0,0
"Bra036678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.71,0,0,0,0,0,0,15.44,13.3,32.49,6.54
"Bra036679",14.38,0,0,16.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0,0,5.14,0,0,7.4,0
"Bra036680",14.34,26.21,3.71,0,0,0,13.38,16.34,12.65,0,7.28,4.98,10.15,6.67,9.81,8.55,0,17.67,4.71,0,10.02,4.38,15.5,5.89,10.08,4.99,0,3.03,3.84,18.47,6.82,0,6.19,0,7.56,3.51,8.93,10.79,7.13
"Bra036681",15.46,21.22,20,16.77,6.01,13.79,14.44,5.88,43.52,0,7.85,10.16,16.45,14.42,5.29,6.16,0,7.62,20.34,9.21,10.8,23.64,5.58,6.36,7.26,10.77,0,16.37,4.15,19.96,24.54,29.36,22.08,0,35.35,15.16,9.64,19.42,26.21
"Bra036682",0,0,0,0,2.15,2.45,1.73,4.2,0.98,0,0,1.92,0,7.7,0,2.19,0,0,0,0,0,1.7,1.99,0,1.29,0,0,2.35,5.88,0,1.75,0,4.78,0,0,2.71,1.15,0,7.12
"Bra036683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036685",0,0,4.36,0,3.25,0,0,0,5.93,0,0,2.91,2.96,3.89,0,1.66,0,2.08,2.76,3.36,2.94,0,3.02,0,0,0,0,1.78,4.46,2.69,1.33,0,7.24,0,1.47,4.11,0,2.1,5.81
"Bra036686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75,0,0,0,0,0,0,0,18.84,0,6.15,0,0,0,0,8.47,0,0,0,0,0,6.38,0,0,0
"Bra036687",0,5.2,0,18.45,4.42,5.06,7.1,12.97,14.08,0,2.9,3.96,28.19,5.29,3.9,20.35,17.55,8.45,3.75,2.27,0,17.42,0,32.71,10.66,3.96,9.42,2.41,3.04,7.32,1.8,0,8.2,0,2,2.79,4.72,19.96,5.65
"Bra036688",0,0,1.44,0,4.28,2.44,3.45,2.09,1.96,0,2.81,1.91,1.95,2.56,1.89,1.09,0,0,7.27,2.22,0,6.76,0,0,1.29,1.91,4.57,0,0,10.59,5.23,5.25,3.97,2.41,0,4.05,4.57,1.38,1.64
"Bra036689",57.97,27.02,15.09,32.31,45.95,13.26,27.29,0,10.33,0,22.29,0,21.01,0,0,0,15.34,0,0,5.75,0,17.94,0,12.18,6.98,10.31,12.16,24.83,24.05,19.22,32.87,0,29.78,12.96,25.91,0,12.31,0,47.58
"Bra036690",8.49,7.79,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,3.6,0,0,5.41,0,0,14.94,2.99,0,0,0,1.7
"Bra036691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036692",2.81,15.23,1.45,2.99,0,2.46,3.48,0,1.97,5.06,1.42,0,5.89,5.15,1.91,5.51,0,6.92,5.5,14.53,3.91,0,2,2.28,0,0,0,5.91,2.95,1.78,4.4,10.59,6.4,2.43,2.93,1.36,0,5.55,10.44
"Bra036693",0,0,0,0,0,0,0,3.18,0,0,0,2.91,0,0,0,0,4.29,0,0,0,0,0,0,0,0,2.91,0,1.78,4.46,0,0,0,0,0,0,4.1,1.74,6.28,4.15
"Bra036694",0,0,0,54.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.35,0,0,0,0,0,0,0,0,0,22.98,20,0,0
"Bra036695",0,13.62,43.04,0,0,0,9.51,73.94,5.2,396.98,0,0,54.09,41.86,118.01,0,0,14.42,131.85,0,0,0,10.76,24.56,0.91,0,0,6.26,1814.29,278.17,135.46,0,4.29,0,61.63,0,51.28,78.22,0
"Bra036696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036697",5.89,5.36,6.09,0,4.56,0,3.66,4.46,2.07,0,2.98,4.08,4.15,10.92,0,2.33,0,2.9,0,4.68,4.11,3.59,4.23,14.45,2.75,0,14.57,4.98,6.27,3.77,16.74,0,16.9,10.28,8.25,0,2.44,8.82,8.16
"Bra036698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0
"Bra036699",0,24.25,0,0,0,0,0,0,12.45,0,8.96,6.15,0,0,24.16,7.04,0,4.34,0,10.49,6.16,5.4,6.38,0,8.31,0,7.3,7.47,4.75,0,11.22,0,15.28,0,15.53,4.33,3.67,4.44,8.82
"Bra036700",25.51,0,26.82,0,0,0,16.22,0,9.23,0,13.28,0,0,0,0,10.78,0,0,0,20.18,18.21,0,38.85,22.23,0,37.51,43.81,11.12,0,0,17.1,0,30.85,0,9.37,13.06,0,0,21.95
"Bra036701",150.58,140.61,78.45,50.48,83.69,69.06,47.29,105.44,204.09,0,131.36,21.4,21.88,0,41.75,79.87,63.91,104.14,50.19,155.27,148.63,0,33.33,25.36,58.16,42.9,63.27,135.57,166.99,220.15,205.26,231.58,239.03,296.69,237.25,82.69,237.05,69.91,411.9
"Bra036702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.76,0,15.02,0,0,0,0,0,0
"Bra036703",11.65,43.11,24.2,12.84,0,42.18,0,17.94,4.14,0,0,0,8.37,0,0,0,12.2,0,7.72,18.49,0,7.17,8.51,0,5.55,8.21,0,0,0,0,29.94,0,6.79,0,0,0,14.71,0,0
"Bra036704",72.29,122.75,81.39,106.39,123.33,43.7,37.71,130.05,64.19,46.78,18.47,84.9,95.33,45.64,83.1,68.14,88.45,11.89,79.88,23.91,67.72,74.25,61.66,110.55,46.02,85.05,40.25,97.67,32.96,134.49,104.63,115.24,38.65,64.2,64.25,167.2,30.47,67.64,124.79
"Bra036705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036706",0,0,0,0,13.62,0,0,0,0,0,0,12.19,0,0,0,0,0,0,0,0,12.05,0,0,0,0,0,0,0,0,0,0,0,0,15.36,0,0,0,0,0
"Bra036707",0,113.73,58.7,0,0,0,0,94.84,40.94,0,0,43.35,0,60.27,40.21,178.32,0,54.45,0,21.5,0,36.15,0,0,30.43,0,0,49.52,0,84.63,20.07,0,53.84,0,0,29.73,26.13,48.21,53.15
"Bra036708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.84,0,0,0,0,0,25.4,0,0,0,0,35.25,0,0,0,0,0,0,0,0,0
"Bra036709",280.77,280.16,283.45,89.51,175.83,216.08,0,232.72,297.8,416.32,71.7,213.83,167.92,0,48.88,316.46,0,65.39,422.81,103.09,194.74,88.09,335.02,0,75.34,0,179.83,327.67,403.35,368.01,224.35,271.1,200.1,67.38,287.25,435.31,161.09,316.94,532.89
"Bra036710",93.4,381.62,302.25,0,282.59,48.41,94.71,239.16,540.97,125.9,100.22,218.08,302.19,150.91,204.41,382.57,168.19,163.01,262.74,258.04,239.28,30.58,341.37,436.36,177.81,36.49,125.27,442.45,351.98,634.42,604.29,661.89,332.41,45.81,486.16,552,328.63,269.13,859.2
"Bra036711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.02,0,0,0,0,0
"Bra036712",0,0,0,0,7.28,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87
"Bra036713",0,0,6.26,0,0,0,0,0,4.28,0,0,0,0,0,0,0,0,0,7.99,4.78,0,0,0,0,0,0,0,0,0,7.91,0,0,3.51,0,0,0,0,6.15,12.23
"Bra036714",6.47,0,10.04,6.98,10.04,0,4.02,0,25.09,6,19.69,13.47,4.57,0,4.42,23.1,6.64,3.19,12.74,2.57,13.55,0,0,5.3,9.08,4.49,10.68,13.68,10.36,29.1,14.33,0,20.46,16.98,2.27,3.16,13.41,9.71,17.98
"Bra036715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra036716",0,0,0,0,13.74,0,0,0,0,0,0,0,12.59,0,0,7.07,0,0,0,0,0,21.4,25.55,14.59,0,0,14.52,0,9.63,0,0,0,0,0,0,8.63,0,0,3.57
"Bra036717",9.2,0,38.16,0,21.57,0,11.48,21.11,6.51,0,14.06,6.43,6.56,0,6.32,0,0,9.08,18.21,32.9,12.89,5.64,0,0,0,6.44,0,11.73,20,0,8.81,0,13.32,8.11,3.25,13.59,7.69,18.6,5.54
"Bra036718",0,0,0,0,7.24,0,5.78,14.18,0,0,0,6.48,0,0,6.36,0,19.24,4.57,6.12,11.04,6.49,0,0,15.33,8.76,0,15.39,0,0,6.02,5.91,0,0,0,0,4.56,7.75,0,7.44
"Bra036719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,0,34,5.57,0,0,7.7,3.08,4.3,10.95,8.82,5.26
