"symbol","ensembl_ID","User_ID","baseMean","DRS-RL_log2FC","DRS-RL_adjPval","Processed data:","search_label","AL0D_1_GLbulkRNAseq_sub","AL0D_2_GLbulkRNAseq_sub","AL0D_3_GLbulkRNAseq_sub","AL0D_5_GLbulkRNAseq_sub","AL0R_1_GLbulkRNAseq_sub","AL0R_2_GLbulkRNAseq_sub","AL0R_3_GLbulkRNAseq_sub","AL0R_4_GLbulkRNAseq_sub","AL40D_1_GLbulkRNAseq_sub","AL40D_2_GLbulkRNAseq_sub","AL40D_3_GLbulkRNAseq_sub","AL40D_5_GLbulkRNAseq_sub","AL40R_1_GLbulkRNAseq_sub","AL40R_2_GLbulkRNAseq_sub","AL40R_3_GLbulkRNAseq_sub","AL40R_4_GLbulkRNAseq_sub","W0D_1_GLbulkRNAseq_sub","W0D_2_GLbulkRNAseq_sub","W0D_3_GLbulkRNAseq_sub","W0D_4_GLbulkRNAseq_sub","W0R_1_GLbulkRNAseq_sub","W0R_2_GLbulkRNAseq_sub","W0R_3_GLbulkRNAseq_sub","W0R_5_GLbulkRNAseq_sub","W40D_1_GLbulkRNAseq_sub","W40D_2_GLbulkRNAseq_sub","W40D_4_GLbulkRNAseq_sub","W40D_5_GLbulkRNAseq_sub","W40R_2_GLbulkRNAseq_sub","W40R_4_GLbulkRNAseq_sub","W40R_5_GLbulkRNAseq_sub"
"BRA002286","BRA002286","BRA002286",14.3037784290368,-0.268956150294857,0.829379039687061,"","BRA002286",4.81672888862532,4.27373449416679,3.69763116231546,4.2124660977734,4.60807954152935,3.73341904638977,3.08863135189336,4.97788149454906,4.79809738231309,3.56133493026656,3.23818985268183,4.19010499849939,4.15968937140244,4.67779512326962,5.24928928344191,4.53353997118814,3.61224574190673,4.65110643012436,2.34696724780791,3.27809028909311,3.11129023639529,2.39523761779119,2.70693661119905,5.66480835745039,4.32982952638052,3.85237934745989,3.90618978283122,4.54611214153395,3.14752734680251,3.27117841134213,4.58257918208865
"BRA001954","BRA001954","BRA001954",7.0000995406093,-0.770628665081921,0.706094489275041,"","BRA001954",2,3.4700620887131,2.21445161703824,2,2.88712430948756,3.11274987791018,2,2.74075674435785,2,2.9823156983701,2.29455186090572,2.32714425782558,2,3.5671510950245,2.64824891362517,2.64479617372411,2,2.6117850603736,5.84019354981917,2.56077279471858,4.66397835463697,3.17672961785067,5.10232428017239,3.01142477970343,3.14289555436973,2.36748939184845,3.69282678084657,3.02663547653857,2.49068608610527,5.47210364957114,2.36500956445318
"BRA022098","BRA022098","BRA022098",13.6486704893466,-0.155312920896121,0.959356854090632,"","BRA022098",5.2321556511581,2.37301488434885,3.54752565638178,4.40477157152425,5.4288241678069,5.09706035706219,3.26807640078523,2,2,2,4.87619475702089,3.47596345849343,2.9007579360577,5.61921837191284,6.14847132060914,3.57158668296238,4.26922806666184,5.06937284199101,3.53763845785194,4.33285188409594,2,2,5.10232428017239,2,3.2688001357502,3.23500835057203,2.42602032379118,3.77411907907312,2.85616971287086,3.00698338703421,3.03955764921566
"BRA023104","BRA023104","BRA023104",9.32549106310234,-0.670650864826446,0.409920105483973,"","BRA023104",2.41777787021532,4.08597523621695,4.12615313489601,4.31182065903713,2.51070165887362,3.29467556352667,3.93236533078671,4.81546665137085,2.82245789715066,3.15026232936354,2.74804193254863,3.6022768655284,4.49166034709997,2.98666210357859,2.88822471859232,4.30586216740493,3.38759932080009,2.8417503587057,3.53763845785194,3.53617057277944,3.39206611000398,3.17672961785067,3.17930003778799,4.47807988751851,4.77395754320465,2.47176779619641,3.02188267121308,3.02663547653857,3.7784935469368,4.14828183125832,4.8932742633724
"BRA017498","BRA017498","BRA017498",19.6389929773187,0.330651014321079,0.57979230492748,"","BRA017498",4.88391386743351,4.51624257021103,4.41334919321223,4.10575984132447,4.50390140906948,5.28085378440964,4.0350907395579,4.06608837733404,5.01931945544558,4.43037974781429,4.58088993043625,5.02268276452603,4.33520237974997,5.22397189760373,5.01628404670661,4.30586216740493,4.68640654408707,4.7105172310704,4.91173360015494,4.52371032420197,4.61015808975634,4.15922644707501,4.59900230816678,3.01142477970343,4.1451362995448,4.74532645198202,4.71857824152328,4.78195756666291,4.50049581759907,4.27407587917828,2.8218792585589
"BRA012987","BRA012987","BRA012987",14.3928544471807,-0.381939089293795,0.775485341636068,"","BRA012987",3.74462555356245,3.30759277888249,3.76720647373926,2,4.3916108924216,4.49832702535122,2.8836531733376,3.227805305396,4.09280586539002,2.3148803653617,4.46730000486054,4.19010499849939,3.45106242183985,4.1491235312295,4.91141254473129,2.35812523842597,4.92840171675589,5.42904726398056,3.89485319056831,4.031354395047,4.81434861976888,6.03938482193274,5.43311739093039,2.81715311912899,2.26468410987983,2.74580831496432,3.97083157008608,4.62908563031645,3.38981552963273,4.59658276998371,2.8218792585589
"BRA016683","BRA016683","BRA016683",11.3585094160211,0.0592540622010174,0.971834515262898,"","BRA016683",3.42187869136801,3.61607276227124,3.19036354297539,2.73192072773496,3.43240991356968,4.42214003588149,4.13098538882396,4.55216258809086,4.91294453021556,2.9823156983701,3.23818985268183,3.71841588808723,4.49166034709997,2.98666210357859,4.39354955576155,3.08884495875866,4.71897064075067,3.36985533692443,4.55922610177143,4.031354395047,3.92026679731652,2.70515402272096,4.74222385515804,3.33562701370204,3.2688001357502,3.59967040057288,4.69963105779125,4.78195756666291,2.49068608610527,4.27407587917828,3.03955764921566
"BRA022816","BRA022816","BRA022816",5.03525926559983,-0.471430732993654,0.689818572882645,"","BRA022816",2,2.91469392385277,3.37996913483085,2.73192072773496,3.18537744576554,3.60146143083363,3.70196758019639,3.12057837112765,2.97123659019954,2.57319708467713,3.23818985268183,3.01300521554816,3.28988029178198,2,3.09391811034321,2.88383783868466,3.21569917664823,2.8417503587057,2.34696724780791,3.41289367356007,2,2.96012471311817,2.70693661119905,2.59258906426581,3.59155002851707,3.85237934745989,2.22867855517228,2,3.86125430525735,3.27117841134213,4.98356169506721
"BRA019446","BRA019446","BRA019446",9.60532539860422,-0.153767001553718,0.85475011547182,"","BRA019446",3.74462555356245,3.30759277888249,3.76720647373926,2.99369115571705,3.64326272752908,3.73341904638977,3.42765055829263,4.06608837733404,3.5464824240202,3.56133493026656,3.6033761011759,3.71841588808723,3.28988029178198,3.5671510950245,4.13867967351103,3.70224683632871,4.13086726123349,3.75560108476635,3.78532338016855,4.11283820995477,4.23671933707991,3.5315467147403,3.36783842536471,2.81715311912899,3.38459348467866,3.99919186606673,4.28232903004409,3.2527931382939,3.7784935469368,3.85807320371995,4.85551542282869
"BRA017752","BRA017752","BRA017752",5.79600551244441,-0.540526560368733,0.499795342527516,"","BRA017752",2.41777787021532,3.30759277888249,2.97201383414069,3.57654456267857,2.88712430948756,2.36809071430216,3.08863135189336,3.59127556095089,3.44833885885548,2.57319708467713,3.49161273951818,3.47596345849343,3.28988029178198,2.57608428498455,2.36023208572851,3.93266287625829,2.66702238909862,3.04004912142916,2.34696724780791,2.96356162498313,3.25849796060199,3.5315467147403,2.96236508240053,3.01142477970343,3.59155002851707,3.4545101180983,2.95953757611185,3.2527931382939,3.86125430525735,3.00698338703421,5.03514073555284
"BRA016256","BRA016256","BRA016256",10.7138012677307,-0.787875877475201,0.424324848232004,"","BRA016256",3.42187869136801,4.08597523621695,3.28827895421246,4.7965228096092,2.88712430948756,3.85431199696321,3.57131917197186,3.59127556095089,3.44833885885548,3.43688646520423,3.37045866937296,3.01300521554816,4.15968937140244,4.4375413139369,3.82891237830782,4.53353997118814,2.91202801462752,3.63811802420188,3.23843265889431,3.12938051773053,2.30109305285812,2.96012471311817,2.39634275758351,6.30700353949465,4.54422602454336,2.36748939184845,2.42602032379118,3.77411907907312,3.7784935469368,4.27407587917828,3.59226861575458
"BRA007345","BRA007345","BRA007345",3.91641774931059,-0.493459031432224,0.664113697172639,"","BRA007345",2.41777787021532,2.91469392385277,2.71462026127341,2.99369115571705,2.51070165887362,2,3.08863135189336,2.74075674435785,2.25351017894407,2.9823156983701,2.93056002903526,2.81850941198491,2.9007579360577,2.57608428498455,2,3.26831217892683,2.79471997263807,3.04004912142916,2.34696724780791,3.27809028909311,2.94733711839777,2.39523761779119,2.39634275758351,3.18261363429961,2.48825373736847,2.74580831496432,3.53075642769691,2.42841670571315,3.49723331284005,3.14512009115072,5.00096040923621
"BRA035913","BRA035913","BRA035913",10.2769333951886,-0.297047039485332,0.662675970985719,"","BRA035913",3.42187869136801,2.91469392385277,3.76720647373926,4.2124660977734,3.43240991356968,3.29467556352667,4.0350907395579,4.00710025389788,2.97123659019954,3.43688646520423,3.6033761011759,2.59364565755294,3.95982776219886,3.30590775781941,3.27391083372705,3.93266287625829,3.61224574190673,3.36985533692443,4.4195782918706,3.94499139979056,3.11129023639529,4.34966862176472,3.81939738849502,3.8236484750671,4.38648882038663,3.85237934745989,4.55953917301428,3.2527931382939,3.9395239316295,4.73429670741774,4.6280790258095
"BRA033900","BRA033900","BRA033900",12.9011141215606,0.139389929997957,0.938032892459563,"","BRA033900",3.59225862090218,2.66912903887217,3.37996913483085,5.44794039325544,3.18537744576554,2.66109949545808,2.35803662389222,4.06608837733404,2.97123659019954,2.9823156983701,3.6033761011759,2.81850941198491,4.06321674410691,3.78826281888993,2.88822471859232,3.57158668296238,2.52691452093734,5.02325699261389,5.46724202776274,3.64973781955281,4.08715238969524,3.36501877093149,3.94317294208701,5.69341297512434,5.38743555531112,2.90328313765896,3.48722513284119,4.36431196735704,4.33660597407064,4.54759334938713,3.91950724124721
"BRA013085","BRA013085","BRA013085",4.25906414922546,-1.85422125134238,NA,"","BRA013085",2.74134769260503,3.12447732032565,2.21445161703824,2,3.18537744576554,2,3.26807640078523,2.74075674435785,2.65655328843556,2,2.29455186090572,2.81850941198491,2.65812560756292,2.98666210357859,2,2.88383783868466,2.37172194207043,2,2,2.56077279471858,2.55006836685214,2.39523761779119,2.39634275758351,6.2883728100676,2.26468410987983,2.36748939184845,2.51541266110163,2,2.68497075839113,2.26536595943947,3.34222146914135
"BRA004460","BRA004460","BRA004460",9.08140241865168,0.49379838300114,0.381767579277747,"","BRA004460",3.59225862090218,3.4700620887131,4.2283706445298,2.41188652567321,3.82719212061368,3.60146143083363,3.26807640078523,3.00473738314484,3.22942084288406,3.88087884521411,3.6033761011759,3.33752034418956,3.59603286918642,3.78826281888993,3.09391811034321,3.26831217892683,4.43521353124826,3.63811802420188,3.78532338016855,3.94499139979056,3.514309293267,3.93976600740972,3.81939738849502,2.81715311912899,3.2688001357502,4.74532645198202,4.40436620776373,4.03977104898645,3.14752734680251,4.01046244512565,3.76514632497484
"BRA027022","BRA027022","BRA027022",6.9295751171516,0.0806636337160477,0.951902889226214,"","BRA027022",2.41777787021532,3.30759277888249,3.89703423130874,3.40714712380693,3.43240991356968,2.66109949545808,3.26807640078523,3.12057837112765,2.97123659019954,3.78202476807418,3.09255904754814,3.47596345849343,3.28988029178198,2.57608428498455,3.27391083372705,3.57158668296238,3.46643266353424,3.21435616657686,3.53763845785194,2.56077279471858,3.11129023639529,3.17672961785067,2,3.4739566091524,4.49353931019255,3.50453740105838,3.93887269087012,3.2527931382939,3.59720441353496,3.59426619176042,4.9300700159435
"BRA005309","BRA005309","BRA005309",9.94308942410456,0.218708932312423,0.952775789500574,"","BRA005309",2,2.91469392385277,4.75904094761331,3.72812546712187,5.5901608717989,2,3.42765055829263,2.74075674435785,4.3317583256345,4.61402153712943,2,5.63850760468938,4.15968937140244,4.56266367113254,4.85597222614561,3.26831217892683,2.52691452093734,2,2.62645620500018,4.58210335791196,2,2,2,2.32650886928892,2,2.13317147977527,2.89437611425053,3.62036830073725,5.24904654086206,2,2.36500956445318
"BRA013707","BRA013707","BRA013707",3.11475083954495,-0.436069484776708,0.759905653807919,"","BRA013707",2.41777787021532,2,2.71462026127341,2.73192072773496,2,2,2.6446508799741,2.74075674435785,2.25351017894407,2.3148803653617,3.09255904754814,2.32714425782558,2.65812560756292,2,2,2.88383783868466,2.66702238909862,2.6117850603736,2.34696724780791,2.56077279471858,2.55006836685214,2.39523761779119,2.39634275758351,3.01142477970343,3.85513203965339,2.74580831496432,3.02188267121308,2.75831317036626,3.38981552963273,2.48942147225517,5.00096040923621
"BRA022019","BRA022019","BRA022019",6.70595486077312,0.438089164975721,0.655479174128363,"","BRA022019",3.00547554645913,3.4700620887131,2.84904970148548,2.41188652567321,3.43240991356968,3.29467556352667,2.35803662389222,3.12057837112765,3.5464824240202,3.43688646520423,2.74804193254863,3.82589811201971,4.56395470363853,2,3.09391811034321,3.42790386432946,3.8065790116678,3.75560108476635,3.53763845785194,3.27809028909311,3.73152014563179,3.36501877093149,3.17930003778799,3.33562701370204,2.68178108997712,4.70310298830228,4.4950687732062,3.02663547653857,2.49068608610527,3.00698338703421,2.8218792585589
"BRA036791","BRA036791","BRA036791",11.2695250648303,-0.19498626837202,0.875836676690052,"","BRA036791",4.23098754616531,2.91469392385277,3.08531561414751,3.57654456267857,5.11192824106054,3.60146143083363,3.26807640078523,3.00473738314484,5.32609016823263,3.43688646520423,5.70096215466294,4.01946412244476,5.35734044920665,3.30590775781941,4.73825930618384,5.19708163705108,3.30420801851956,2.8417503587057,2.34696724780791,3.12938051773053,2.94733711839777,3.81609783417449,2.96236508240053,2.59258906426581,2.26468410987983,3.4545101180983,3.24737426849169,3.4482557117243,3.00919115940292,2.48942147225517,3.63746861856311
"BRA039485","BRA039485","BRA039485",8.74524897599574,0.54740699031863,0.780739320939,"","BRA039485",2,4.18290719835186,3.6245297492457,5.04777160401222,3.43240991356968,2,3.57131917197186,2.2237475474857,2.46906087865869,4.06032775902127,2.29455186090572,4.19010499849939,2.9007579360577,2.57608428498455,4.39354955576155,2.35812523842597,3.61224574190673,3.86423336592767,4.49109121473997,5.25566152934587,4.08715238969524,4.51787792546551,2.70693661119905,2.59258906426581,4.00740885782374,2.74580831496432,2.51541266110163,2.42841670571315,2.26610463637507,2,4.83625882749773
"BRA016735","BRA016735","BRA016735",24.25246061842,-1.15368484734467,0.000332144481341483,"","BRA016735",3.59225862090218,4.58879452350457,4.2283706445298,4.7262240862019,4.88188860611485,5.14525001497832,5.32391400021629,5.15134946307325,3.72475885291931,4.92324988283283,4.87619475702089,4.6656384581024,5.65083592539472,5.29783038022631,4.61008175564997,5.24073800938467,4.08163235163723,3.75560108476635,4.26495006872821,4.52371032420197,4.86117994126802,6.17141542842865,4.99198489726025,5.01993438036531,4.77395754320465,3.50453740105838,3.29864072000708,3.2527931382939,5.39508390033611,5.47210364957114,4.41097940606074
"BRA036038","BRA036038","BRA036038",16.2283405753035,-0.283003772310883,0.777584276210192,"","BRA036038",3.00547554645913,4.18290719835186,4.57728304438519,5.61287490860367,3.43240991356968,4.06938598177799,4.66719472820319,5.25639397841321,2.82245789715066,4.21990497204063,3.7071003730977,4.60657318221853,4.69850635039325,4.1491235312295,3.57793712228615,4.79013455309512,3.86594504064279,4.23175244173662,3.53763845785194,4.63822458862517,3.514309293267,4.05366520593084,4.05716321160025,5.06441419973784,5.17870170442099,4.10025975737448,3.57301260781176,2.42841670571315,4.78117870784291,4.49688174986378,4.43677906554803
"BRA013013","BRA013013","BRA013013",12.2055357901015,0.974645574504692,0.0758965293137258,"","BRA013013",4.59407690009081,4.35918070796465,3.37996913483085,2.99369115571705,3.82719212061368,4.49832702535122,2.6446508799741,2.87877647210726,4.15635555813276,4.36357606198978,3.89454508656002,4.34268053598467,3.45106242183985,3.78826281888993,4.22873279362515,3.70224683632871,5.06132799088787,4.76757792903471,5.06019814325112,3.85312747474517,3.514309293267,3.93976600740972,3.81939738849502,2.32650886928892,3.14289555436973,4.68151861984562,4.09202551537305,4.45807383891181,3.49723331284005,3.85807320371995,2.36500956445318
"BRA021458","BRA021458","BRA021458",11.9940468640615,-0.396034769426435,0.507760134084917,"","BRA021458",4.00820554623045,3.4700620887131,3.37996913483085,3.72812546712187,3.43240991356968,4.5706916808028,3.70196758019639,4.00710025389788,4.27562728928016,4.06032775902127,3.7071003730977,4.10730600038554,4.15968937140244,2.98666210357859,4.39354955576155,3.82205000792496,4.22456610149723,2.8417503587057,3.06180144225053,4.18996479765873,4.81434861976888,4.73830704772304,3.94317294208701,3.4739566091524,4.20936398176513,4.19470851871052,3.90618978283122,3.4482557117243,3.69069470890303,3.85807320371995,4.91178944534917
"BRA016989","BRA016989","BRA016989",12.7385416955533,-0.102488662017863,0.936798929125831,"","BRA016989",4.00820554623045,3.87007160893366,3.83358025585398,3.21518005724983,4.79626577332923,4.34170428908023,3.93236533078671,4.67093482334685,4.27562728928016,3.56133493026656,3.23818985268183,3.82589811201971,5.08990552268769,3.30590775781941,4.79831599293266,4.03539554415175,4.5115540671405,4.23175244173662,3.23843265889431,4.33285188409594,4.30606334176179,3.93976600740972,4.05716321160025,2,3.68486480925579,4.82623768473056,4.23046904713273,3.77411907907312,3.14752734680251,3.59426619176042,3.49738468160361
"BRA037804","BRA037804","BRA037804",12.0666527624716,-0.425160972311358,0.415222070356299,"","BRA037804",4.23098754616531,3.12447732032565,4.0721936491101,3.40714712380693,3.43240991356968,4.06938598177799,3.93236533078671,4.63242039876653,4.15635555813276,3.43688646520423,3.89454508656002,3.6022768655284,4.56395470363853,3.5671510950245,3.82891237830782,4.03539554415175,3.74466487858451,3.96525552180077,3.23843265889431,4.18996479765873,4.55425197562861,3.93976600740972,4.3533722466429,4.60395384478479,3.49177960333528,4.33955966674971,4.51688059117587,2.75831317036626,3.7784935469368,3.93627896437356,4.53559749907644
"BRA027982","BRA027982","BRA027982",8.91752134769996,0.917298929813755,0.0495883666686144,"","BRA027982",4.12389254981394,4.27373449416679,3.83358025585398,3.40714712380693,3.18537744576554,3.11274987791018,3.26807640078523,2.58812248398244,4.48812870609744,3.88087884521411,4.13670293528353,2.59364565755294,3.72775680120708,2.57608428498455,3.70887542690553,3.08884495875866,4.08163235163723,3.63811802420188,3.6667897875324,4.031354395047,4.00612133732641,3.5315467147403,3.36783842536471,2.81715311912899,4.00740885782374,4.16390755040112,4.73727981056765,2.75831317036626,3.49723331284005,3.00698338703421,3.76514632497484
"BRA004114","BRA004114","BRA004114",8.66502868412404,0.411393212305904,0.465111210160218,"","BRA004114",3.88242669570831,3.61607276227124,3.37996913483085,3.40714712380693,3.18537744576554,3.29467556352667,2.6446508799741,3.7435935834081,3.44833885885548,2.9823156983701,3.6033761011759,3.82589811201971,3.28988029178198,2,3.93972448808415,3.57158668296238,3.86594504064279,3.36985533692443,3.6667897875324,3.64973781955281,3.514309293267,3.93976600740972,2.70693661119905,2.59258906426581,4.27085375339349,4.28335211378421,4.60097253840676,4.36431196735704,3.27375174834046,4.08101723336604,4.33069100343057
"BRA013786","BRA013786","BRA013786",15.812669663115,0.426847469975217,0.502052871278474,"","BRA013786",4.00820554623045,4.9609372421354,4.75904094761331,4.86355463281688,3.99030166515883,3.73341904638977,4.6017555262431,4.63242039876653,4.02632734567826,4.67038420406651,4.27815336077633,5.15224133124334,4.33520237974997,2.98666210357859,3.27391083372705,5.32427690742509,4.5840572313525,3.86423336592767,2.62645620500018,4.52371032420197,3.514309293267,3.81609783417449,3.36783842536471,3.60017552318445,5.1130624894529,4.56846964380937,3.83851521951259,3.62036830073725,4.33660597407064,4.14828183125832,4.27457046741363
"BRA040475","BRA040475","BRA040475",5.37258002509204,-0.684951785823952,0.394437096719762,"","BRA040475",3.42187869136801,2,2.56636550736647,2.41188652567321,2.88712430948756,2.66109949545808,2.6446508799741,3.00473738314484,2.46906087865869,2.79221025970693,2.29455186090572,2.32714425782558,2.9007579360577,3.30590775781941,2.88822471859232,2.35812523842597,3.38759932080009,2.33808139789478,3.23843265889431,2.30746299591994,3.92026679731652,3.17672961785067,2.70693661119905,2,3.00494346365191,4.36686302226961,4.12079746620676,2.75831317036626,4.33660597407064,4.64396315119499,4.43677906554803
"BRA028393","BRA028393","BRA028393",11.1427040350873,0.116448870713487,0.892216588667317,"","BRA028393",3.88242669570831,4.27373449416679,3.89703423130874,3.21518005724983,3.82719212061368,4.16598385408915,2.8836531733376,4.00710025389788,3.95663693819658,3.88087884521411,3.6033761011759,3.82589811201971,4.15968937140244,2,3.70887542690553,3.93266287625829,4.5115540671405,3.51021299911098,3.99665102982676,3.85312747474517,4.00612133732641,3.36501877093149,4.16280266780977,3.71623466530431,3.59155002851707,4.33955966674971,4.23046904713273,4.45807383891181,3.69069470890303,3.77538384937922,4.75655436974681
"BRA036518","BRA036518","BRA036518",13.9668067880168,0.468620040986619,0.45495290632793,"","BRA036518",5.1796449849776,3.98205848722642,4.57728304438519,3.21518005724983,3.64326272752908,4.49832702535122,3.26807640078523,3.6694438336333,4.3317583256345,3.78202476807418,4.40696509927936,3.6022768655284,4.56395470363853,4.4375413139369,5.01628404670661,4.46156706071045,4.39547296121261,4.65110643012436,3.3957783698787,4.18996479765873,3.62699874779257,3.68082639107838,3.81939738849502,3.8236484750671,3.38459348467866,4.41996681044951,4.71857824152328,4.78195756666291,3.49723331284005,3.85807320371995,2.89814681395998
"BRA036285","BRA036285","BRA036285",7.0475240526289,-0.0731878249409159,0.959054422369857,"","BRA036285",3.00547554645913,2.91469392385277,3.19036354297539,3.72812546712187,2.51070165887362,2.90452719940044,3.57131917197186,4.74500991384297,3.10609659742647,3.15026232936354,3.09255904754814,3.82589811201971,3.45106242183985,2.57608428498455,3.09391811034321,3.57158668296238,2.79471997263807,2.8417503587057,3.78532338016855,3.41289367356007,2.55006836685214,3.36501877093149,2,3.01142477970343,3.93327862377333,3.68891641283051,4.17667514011707,3.77411907907312,3.27375174834046,3.59426619176042,4.73592069679388
"BRA005421","BRA005421","BRA005421",10.581777459804,0.00027773647270803,0.999772109534699,"","BRA005421",3.42187869136801,2.91469392385277,4.01613729727325,4.7965228096092,3.18537744576554,3.73341904638977,4.22090134155682,4.67093482334685,2.97123659019954,4.06032775902127,3.97986114082655,2.81850941198491,4.87938067807671,2.57608428498455,3.27391083372705,3.93266287625829,4.78197338945833,3.63811802420188,2.86048802717779,3.94499139979056,3.92026679731652,3.17672961785067,2.70693661119905,3.18261363429961,4.6864042006516,4.19470851871052,3.69282678084657,2,3.69069470890303,3.93627896437356,4.58257918208865
"BRA027936","BRA027936","BRA027936",11.7409686911714,0.201330002529031,0.782690892863143,"","BRA027936",3.74462555356245,3.61607276227124,3.89703423130874,4.49209455251566,2.88712430948756,3.85431199696321,3.70196758019639,3.94559705615419,3.63837263067607,3.43688646520423,4.40696509927936,3.47596345849343,3.72775680120708,2.98666210357859,3.70887542690553,4.46156706071045,3.9778156867986,4.31066476215662,4.4195782918706,3.94499139979056,4.30606334176179,3.93976600740972,3.94317294208701,2.59258906426581,4.49353931019255,4.33955966674971,4.40436620776373,3.77411907907312,3.69069470890303,4.14828183125832,4.67218765587351
"BRA015299","BRA015299","BRA015299",10.2900854605038,-0.325999550127346,0.780739320939,"","BRA015299",3.00547554645913,3.4700620887131,3.69763116231546,4.10575984132447,3.82719212061368,2,3.70196758019639,4.74500991384297,3.63837263067607,3.78202476807418,3.49161273951818,3.47596345849343,5.97634458813559,3.30590775781941,3.27391083372705,3.82205000792496,3.54118058376941,3.75560108476635,2.86048802717779,3.64973781955281,2.55006836685214,3.81609783417449,3.17930003778799,3.60017552318445,4.73084494260227,3.85237934745989,3.57301260781176,3.4482557117243,3.00919115940292,3.27117841134213,4.51152017764747
"BRA015665","BRA015665","BRA015665",7.01416580550241,-0.252547333820927,0.804359368594488,"","BRA015665",2.74134769260503,2,2.84904970148548,3.21518005724983,2,2.66109949545808,2.8836531733376,3.59127556095089,2.82245789715066,2.79221025970693,3.09255904754814,3.47596345849343,4.06321674410691,2.57608428498455,2.36023208572851,3.42790386432946,4.08163235163723,2.8417503587057,3.78532338016855,3.41289367356007,3.39206611000398,4.15922644707501,2.70693661119905,3.33562701370204,4.00740885782374,4.44580324222086,3.80344902661941,3.2527931382939,3.59720441353496,4.33308534599356,4.65030190517937
"BRA009459","BRA009459","BRA009459",6.3970441864928,-0.00513262213955682,0.996971413982505,"","BRA009459",3.22864849501105,3.12447732032565,3.08531561414751,2.73192072773496,2.88712430948756,3.73341904638977,2.8836531733376,3.42095680154394,3.34302826643615,2.57319708467713,2.74804193254863,3.47596345849343,3.72775680120708,2.98666210357859,3.27391083372705,3.70224683632871,3.54118058376941,3.21435616657686,2.62645620500018,3.12938051773053,3.82897796952064,2.96012471311817,2.39634275758351,2.81715311912899,3.59155002851707,4.41996681044951,4.64124910681086,3.02663547653857,3.14752734680251,3.77538384937922,3.72382996843275
"BRA003137","BRA003137","BRA003137",23.4972223854111,-0.122307262852855,0.892739329641425,"","BRA003137",4.00820554623045,5.25650263346444,4.88957324616675,5.26168639282224,4.96271323079428,4.70536513752822,4.53320644829297,4.12275907041363,4.48812870609744,5.01316680501829,4.92002914571438,4.26840882515114,2.9007579360577,5.56041471410217,4.31349352610439,4.84773682067532,4.39547296121261,4.92635253394436,5.39450654427116,4.33285188409594,4.4354881156579,5.29637839489059,4.52168090416351,5.57542556186737,4.59319222125345,3.64498339842099,4.25663204980731,4.85271909567935,5.24904654086206,4.68983683707955,4.9481218464968
"BrabHLH209","BRA037414","BRA037414",12.921906672429,0.370881499318157,0.582996922490106,"","BrabHLH209 | BRA037414",4.94810882973095,3.30759277888249,4.2768858789181,3.21518005724983,3.64326272752908,4.42214003588149,4.0350907395579,3.6694438336333,4.27562728928016,4.29352821796395,3.80386485186336,3.92592502271744,3.28988029178198,4.67779512326962,4.39354955576155,4.03539554415175,4.17847723104963,3.63811802420188,4.3443348233517,4.11283820995477,4.16387323236209,3.36501877093149,4.59900230816678,3.8236484750671,4.00740885782374,4.16390755040112,4.86181305806243,4.45807383891181,3.69069470890303,3.59426619176042,2.65606643626814
"BRA017279","BRA017279","BRA017279",12.4764357774973,0.197634638762353,0.800813275866808,"","BRA017279",3.59225862090218,4.51624257021103,4.45611182835656,3.99052635770821,3.82719212061368,4.63959928503278,3.93236533078671,4.70844773901664,4.15635555813276,3.9733915884762,4.13670293528353,4.10730600038554,4.69850635039325,2,4.22873279362515,4.46156706071045,4.26922806666184,3.96525552180077,2.86048802717779,3.75501389080529,3.11129023639529,2.96012471311817,3.68399744367977,3.4739566091524,4.44100675423155,4.56846964380937,4.30757629955213,3.62036830073725,3.9395239316295,3.27117841134213,4.30290360286095
"BRA006316","BRA006316","BRA006316",7.71185696797709,-1.04530292349396,0.161003916849099,"","BRA006316",2.74134769260503,3.12447732032565,2.71462026127341,3.86528347158714,2.51070165887362,2.90452719940044,3.26807640078523,3.00473738314484,2,3.56133493026656,2.93056002903526,3.47596345849343,3.28988029178198,3.5671510950245,3.70887542690553,2.64479617372411,3.38759932080009,3.04004912142916,3.23843265889431,3.27809028909311,4.23671933707991,3.5315467147403,4.3533722466429,3.71623466530431,3.14289555436973,2.82669327119368,2.95953757611185,2.75831317036626,4.21599423876849,5.97651813314734,2.65606643626814
"BRA035320","BRA035320","BRA035320",39.697777144677,0.0715235811040474,0.943840615821255,"","BRA035320",5.74707907113859,5.92245527198878,5.3182759050366,5.72527245520303,6.06311368423989,5.84494875130767,5.44079491520401,4.32950045889649,5.18084335685858,5.58206005925808,6.11339072830139,5.41576547342846,4.9349612741031,6.52893923272376,4.96480099284571,5.47810861294354,4.61898668866375,5.49811070746924,5.69631680343838,5.06409243150837,5.62898344292653,5.6977799869418,6.04371126181647,4.26592552131804,5.38743555531112,5.01064402941665,4.35678280163245,5.59265884701921,5.24904654086206,4.81930582761817,3.80531231866457
