"symbol","ensembl_ID","User_ID","baseMean","DRS-RL_log2FC","DRS-RL_adjPval","Processed data:","search_label","AL0D_1_GLbulkRNAseq_sub","AL0D_2_GLbulkRNAseq_sub","AL0D_3_GLbulkRNAseq_sub","AL0D_5_GLbulkRNAseq_sub","AL0R_1_GLbulkRNAseq_sub","AL0R_2_GLbulkRNAseq_sub","AL0R_3_GLbulkRNAseq_sub","AL0R_4_GLbulkRNAseq_sub","AL40D_1_GLbulkRNAseq_sub","AL40D_2_GLbulkRNAseq_sub","AL40D_3_GLbulkRNAseq_sub","AL40D_5_GLbulkRNAseq_sub","AL40R_1_GLbulkRNAseq_sub","AL40R_2_GLbulkRNAseq_sub","AL40R_3_GLbulkRNAseq_sub","AL40R_4_GLbulkRNAseq_sub","W0D_1_GLbulkRNAseq_sub","W0D_2_GLbulkRNAseq_sub","W0D_3_GLbulkRNAseq_sub","W0D_4_GLbulkRNAseq_sub","W0R_1_GLbulkRNAseq_sub","W0R_2_GLbulkRNAseq_sub","W0R_3_GLbulkRNAseq_sub","W0R_5_GLbulkRNAseq_sub","W40D_1_GLbulkRNAseq_sub","W40D_2_GLbulkRNAseq_sub","W40D_4_GLbulkRNAseq_sub","W40D_5_GLbulkRNAseq_sub","W40R_2_GLbulkRNAseq_sub","W40R_4_GLbulkRNAseq_sub","W40R_5_GLbulkRNAseq_sub"
"ERCC-00130","ERCC-00130","ERCC-00130",411.082706697337,-0.0141681517270057,0.995174976276357,"","ERCC-00130",7.95717275898665,9.14712231687331,9.10710650791522,7.19715119642445,7.94809251062246,7.56109205354764,9.03182184667386,9.4002885505475,7.57535127937919,9.13708919889811,9.04103232965304,7.18504754696151,8.42577091182709,7.27766515939978,9.92613022272939,9.14565539053673,9.553959575137,7.28639016235887,7.46693953918315,8.76289217502189,9.04321031813841,8.82669960720285,7.1737094128438,8.93845215510939,8.81713714085325,7.33131059461422,9.3710988583637,9.83827809145411,8.41727947408796,6.72489870394272,8.91143340962361
"BRA041148","BRA041148","BRA041148",369.325374575807,3.68045807847829,6.54126479983999e-35,"","BRA041148",8.58572500013581,10.0867293118271,9.36447249597327,10.2369048843453,5.64016507260874,6.06132315812763,5.68151440741588,5.51112745118797,9.19020561086573,9.3504897471354,9.79926446471318,10.2032251303027,4.41555127688709,6.88099175005883,7.67815449045573,5.9153257897322,9.03880856745899,9.3868702732555,10.2943387797588,8.72127708802703,6.18378327179411,5.29637839489059,6.22538000804163,5.19017359030726,8.99164487799941,7.52553966389313,7.33696850266366,8.1605611453368,5.12054199979563,4.73429670741774,3.54560655525815
"RBCS BRA028181","BRA028181","BRA028181",486.610127922619,0.372917843116271,0.710108468524868,"","RBCS BRA028181 | BRA028181",9.68094299266529,8.64160210264867,9.11212900976501,6.82909984529867,9.24587352411257,9.79558391885082,8.15825855265508,8.18923829941389,9.87876798253653,9.3504897471354,8.50295998398189,9.39206091286963,8.89382738932727,9.43687737213573,9.957746705508,8.05241875080798,9.998088864147,9.07841560455592,8.54177377936235,8.2758362282532,9.41880417825024,8.92725687172255,8.77822844447686,6.25037365274542,6.84746931831581,8.29563032568683,9.0298911051169,9.58128705024682,8.29607421977396,7.59860672901629,5.00096040923621
"BRA028952","BRA028952","BRA028952",99.7290241508409,-0.494298310328441,0.468170119191893,"","BRA028952",5.51246960838423,6.10669168065829,6.14301224489187,6.86225664280319,5.64016507260874,5.72323448564577,6.65675488692793,6.90799646994161,5.60193840765998,5.7219659053807,5.42487764423709,6.23395973770961,5.71574540342178,4.56266367113254,5.24928928344191,6.62455549535833,5.80027197027351,5.62704644847943,5.66573585646384,6.67047471852715,6.51192900252649,6.22102047617085,5.43311739093039,6.79011521482254,7.25753868474241,7.193232102537,6.8621018240024,5.82157987860379,6.8353015642021,7.04030779075322,9.75204030289786
"RBCS BRA028174","BRA028174","BRA028174",241.018253964477,0.422189883221187,0.708519171720254,"","RBCS BRA028174 | BRA028174",7.86040727624571,6.99913943699974,6.98231804648553,3.99052635770821,7.56367622635879,8.05930039172341,5.80294809885467,6.02382628965168,8.19816470946359,7.84154203645593,6.43375120020449,7.53312474439163,7.0479189120838,8.35722796203108,8.34461482937278,5.36429971969471,9.27613962946843,8.92069655377553,8.61162611696687,8.27140683964215,9.2596760990909,6.65919790869434,8.67040602268584,6.12997460327935,6.06238870901502,8.38514545582603,8.93384866843887,9.28126119084071,6.95318871806914,7.6973597948596,5.77264235937119
"ERCC-00074","ERCC-00074","ERCC-00074",184.916799880996,0.217597620130017,0.838434038710347,"","ERCC-00074",8.36834959455352,6.67184123634847,6.49026304976705,6.98775145293364,8.07167474963686,7.55218323591204,6.44918854012629,7.44108661482194,8.05127162572153,6.56580980987208,6.38766211711895,7.58759342633453,9.1234845277612,7.20273960812145,7.85823240130001,6.48630880559429,7.36165742683946,7.6472523749204,7.84679163900532,6.67047471852715,6.55529598496339,6.14595828789448,7.10909814176813,6.39671056601005,6.4289492213778,8.94748674962614,8.6404282630565,8.11810344275204,5.84486031698892,7.10945205606442,8.17976431506987
"BRA012238","BRA012238","BRA012238",211.080192703031,0.385124886017871,0.708519171720254,"","BRA012238",8.1873685732852,8.2128412243801,8.28699954838718,6.49041517098439,7.71132688204517,8.13881099460468,7.51687222291444,7.52757884529261,8.11663603360835,7.71327496410756,7.89331402817017,8.12880871838131,7.16875752950306,7.22183894429672,7.96689706428132,7.32784998191709,8.17238535845313,6.73417949937723,7.71858041357634,2,8.25597652108352,7.2669350439465,7.93988317186381,7.52210656485325,7.14709410073908,8.45836625621875,9.01846861403573,8.10366859262705,6.98121454201124,7.20732597296015,5.61208310818063
"Plant_SRP ENSRNA049452889","ENSRNA049452889","ENSRNA049452889",176.325977333351,-0.94110022377772,0.0533186299434914,"","Plant_SRP ENSRNA049452889 | ENSRNA049452889",6.9491747224825,6.60344549224878,6.46954023412554,6.66967340039696,7.84525952769145,7.55218323591204,7.24413128320491,8.77092359391384,7.44145020925974,6.95423099667593,6.793243774805,6.69731283087009,9.60680805779744,5.67571878952949,7.48153746335733,7.93108512371033,7.15703391083457,6.77649576048104,7.09465260490396,6.69714020384936,6.30730324306549,7.78678998824557,7.36293384957707,6.46466470194308,7.21123659011621,7.56733032634813,7.11183717380097,6.46539383324918,6.43701192150185,7.39211139943572,9.08156021954193
"BRA009583","BRA009583","BRA009583",94.6558206330738,-0.348940871535905,0.644604810457243,"","BRA009583",5.2321556511581,6.29193875386987,6.43788697523287,7.10319814722699,5.82446559910009,6.27131730643749,6.78020316635708,7.46320063885288,5.81384031002786,5.92093092970218,6.0358233650039,5.83141490945615,6.44685954633906,4.67779512326962,5.29169250506483,6.313090945177,6.35029586275002,5.24037254369763,6.1137878248474,6.43729915546575,5.73336622597145,5.4705497945312,5.59285782272629,7.0332866892708,7.58860296293133,6.6146256564043,7.06448894844699,5.78586089748878,6.8455018803987,6.97696276388143,9.11490314781286
"BRA017055","BRA017055","BRA017055",241.197169971175,0.781809167599255,0.507760134084917,"","BRA017055",8.73420386423464,7.78895632701425,7.59806112786088,3.40714712380693,8.34476492480091,8.8877693281399,5.68151440741588,5.5734469004393,8.91275436329722,8.42425293236959,6.93885105695706,8.12880871838131,4.33520237974997,8.45731773348759,9.16373474021224,5.54928092276117,9.28432279408826,8.7993866195816,7.91338589161284,7.4513866085023,8.5085250796703,7.35843979895962,8.57315971004811,4.54238923086424,5.00863997680797,7.2159318583628,8.29554251165492,9.21900882147401,5.39508390033611,5.99490792062732,4.12390407338661
"LSU_rRNA_eukarya ENSRNA049453660","ENSRNA049453660","ENSRNA049453660",81.0337235777506,-5.59892567422489,0.000394452738904994,"","LSU_rRNA_eukarya ENSRNA049453660 | ENSRNA049453660",5.85147273988444,2.37301488434885,2,7.45796099650856,5.5901608717989,4.16598385408915,5.91494935107527,2.58812248398244,2,2,2,2.59364565755294,7.57081205114196,7.04009619415192,2,7.6446090385922,2,2,2,4.63822458862517,10.2874725602066,6.120043861093,4.3533722466429,2,2.48825373736847,2.82669327119368,2,2,6.56598241824466,7.11786665375413,6.35618382266259
"BRA016440","BRA016440","BRA016440",57.4557195480289,-1.55180122571037,0.527129236743555,"","BRA016440",2,3.61607276227124,2,2,2,2.36809071430216,2.6446508799741,2,2.25351017894407,2,2,3.33752034418956,5.18466669568531,3.97994662709244,3.27391083372705,3.57158668296238,3.12140338735949,2,6.62374511954934,2.30746299591994,2.55006836685214,5.29637839489059,5.51519735844158,10.3999024117149,5.17870170442099,2.25508236193394,2,6.3478306120611,5.99902390559641,2.85420602889625,3.16833655990313
"BRA011792","BRA011792","BRA011792",152.280037579804,-0.0635892552860317,0.961382735516871,"","BRA011792",5.91709486351932,6.39669604743942,7.44193633489527,7.74247728822716,6.36023615107125,6.33503158097832,7.79088484333399,7.81664581043701,6.57654532392002,6.07502361159071,6.46367906949985,7.20509520651372,7.8199486837917,4.784413890973,6.14847132060914,7.31769362968484,7.46606418742056,6.14050777623279,7.93277915425751,7.48237851020729,7.70843933049826,6.89139494373858,7.25956355082469,7.74343084173313,7.67074111834857,8.38514545582603,8.46360083789383,4.62908563031645,6.5782673458933,7.45323674115608,8.06036999951139
"BRA031301","BRA031301","BRA031301",154.942592103882,-0.443305389519691,0.64469080926152,"","BRA031301",7.08385589731817,6.41676468981823,7.22418139741287,7.87833957772829,5.31028224496326,4.82853338220372,7.66037421736409,8.27612335083627,6.40401250794068,5.94397770396641,6.65740682873002,7.20509520651372,7.98044441682876,5.29783038022631,6.17136238765386,7.63646045929223,7.26020725809969,6.02824346177373,6.38180536441385,7.4591972226959,7.03538737854213,5.98299263146841,7.36293384957707,9.14153840517192,8.08867587188105,7.94561036322815,7.17835775148953,5.78586089748878,6.60252775790009,7.1994186927093,8.70929698268486
"BRA000144","BRA000144","BRA000144",185.789443570706,0.93308230394428,0.210784332415483,"","BRA000144",8.96503888229115,7.84186659169567,7.78996629591372,4.65232363993664,7.66376944384239,8.39444694205103,6.22850080016006,6.43528542264438,8.56600504830183,8.03640996741827,7.15603661985225,8.22521738461427,5.54764412404538,8.52807634178849,8.56806733892597,6.48630880559429,8.65713585168587,8.02613793151325,7.89372838110414,7.15701609211008,7.28764650453933,6.8126884066066,7.59768245916787,4.87762277501629,4.93457462581304,6.75557238906332,8.2194354116172,7.24777096658016,5.55280650258231,5.59773966566256,4.15532245161926
"LSU_rRNA_eukarya ENSRNA049455238","ENSRNA049455238","ENSRNA049455238",66.1156743191279,-1.81021702466461,0.0169409567332626,"","LSU_rRNA_eukarya ENSRNA049455238 | ENSRNA049455238",3.88242669570831,3.4700620887131,5.17202982359506,7.03213354810719,5.5901608717989,4.82853338220372,5.58322275774814,4.4671756207534,3.10609659742647,3.56133493026656,5.12120339403463,4.01946412244476,6.42761306793781,6.06225292893543,4.31349352610439,6.39265416938457,4.17847723104963,5.19948498399707,5.39450654427116,4.39931664944041,9.95783762366269,6.03938482193274,5.8674209826822,3.8236484750671,5.07908790321634,3.40268556643387,3.24737426849169,4.45807383891181,6.35370584141384,5.66818406069091,5.54249780239695
"ERCC-00002","ERCC-00002","ERCC-00002",206.924810772816,0.157104574652032,0.893764019817579,"","ERCC-00002",8.63531088811111,6.67184123634847,6.852284935503,7.83724056021475,8.76665757676509,8.41915625127604,6.59082940133357,7.39581491852886,8.93103955664448,6.60970862864595,6.70829411697666,7.8834326993554,9.1023991665747,7.80656425543028,8.12768832757772,6.75070539015414,7.20954268440067,8.04933411482541,8.57917528861828,6.52921187898749,6.79123672093085,6.48741149258712,7.93243363780905,6.39671056601005,6.49485768320542,8.43436987191652,7.27432049235909,7.40907530788376,6.29537000604808,7.51824807370646,6.96921639812462
"BRA030182","BRA030182","BRA030182",184.382681722014,-0.300585412370655,0.87337932617436,"","BRA030182",7.42571265350781,6.22522722977344,6.19443245027135,3.72812546712187,8.46755743856087,9.13153088249095,5.96784956937247,5.03805165431499,7.49159115493903,8.07867430302508,5.86693131600974,7.99126785613208,5.04008379142084,8.51264939493972,9.10846631644585,5.10559394938131,8.39023333390852,8.22258747180992,7.02407847000945,6.28742104685212,8.42526423927988,7.40210394180771,9.15626411660256,3.4739566091524,3.49177960333528,6.8744855352849,7.60477489246836,8.39792549439633,5.98063058976379,6.36375051131902,2.4686912811456
"BRA022751","BRA022751","BRA022751",132.509323438575,0.870159623927445,0.0152122710720936,"","BRA022751",7.71116068720824,6.82986180922599,7.34287159180505,5.95779142599482,7.11080977492983,7.22228119488778,6.59082940133357,6.13820341631488,7.49159115493903,7.35758697290608,7.11890313087121,7.81984763325667,5.86628785751894,6.85675947708441,7.11903460708643,6.64094078556843,7.86202533591103,7.53669946907274,7.39418841260553,7.16658878345874,7.0148224760881,6.24519772305831,7.37397525661794,5.34242800129005,6.49485768320542,7.61934151799572,8.0706884286457,7.77973022444321,5.52768795316604,6.47273433872519,5.79276105935301
"BRA034060","BRA034060","BRA034060",46.1236010679834,-0.25620755414225,0.83487016392669,"","BRA034060",6.12577925379813,5.57495951929499,5.34127130364133,5.44794039325544,5.78055038628494,5.36465598386858,5.88775360283598,6.55337564987842,5.57893045233715,4.82735413085641,5.42487764423709,4.6656384581024,6.15079530738152,4.9765771301218,5.4498430512376,5.7132168580888,4.61898668866375,5.9564370669374,3.3957783698787,5.14379758997316,3.62699874779257,4.15922644707501,4.3533722466429,3.01142477970343,5.77468134931934,6.10007132787786,4.55953917301428,5.32043446688042,5.67223013880522,3.59426619176042,8.31458806148623
"BRA027333","BRA027333","BRA027333",490.076368353211,-0.258470986192505,0.727957467819074,"","BRA027333",7.88521388632503,8.46494074829855,8.81021667189928,9.61190982845283,9.3358622752334,9.35544306666629,9.24774457046631,7.95182045223527,8.44716133903761,9.27070128597411,9.33620561725561,8.30168747045228,7.72854084233577,10.444951156694,8.91180219161915,8.96873361664418,8.2772404045583,8.77871663169509,9.33702884364554,9.00622371214248,8.5085250796703,9.32332929925815,9.24313189200643,9.0560104119344,8.7102151807675,7.82774325208417,7.8797919226402,9.26189119511613,9.09927357892639,9.06694005316373,7.55060828138594
"BRA018940","BRA018940","BRA018940",69.4478935357322,0.425402253926481,0.646118315344023,"","BRA018940",5.74707907113859,6.43655799262645,6.26828163701224,5.76087314657801,5.64016507260874,6.22722215817596,5.15170507330746,6.44642935455148,6.03283479228882,5.49110359060529,6.81662387256582,4.26840882515114,5.51153877976863,5.49911202311262,5.52285900399172,6.313090945177,6.80175398082465,4.8224673960828,7.23665937274962,3.12938051773053,6.91847067165765,6.87599340035484,5.30051637335873,5.22976988247005,5.85718371031659,6.58004649135941,8.12850194115441,6.90898060894197,4.97946197570011,5.84077534394731,5.37912354893076
"BRA025142","BRA025142","BRA025142",99.3178359974008,0.671485935694988,0.0929988136004146,"","BRA025142",7.02554391604107,6.93100390377157,7.18022014716307,6.92636816018582,5.37077039330305,6.24943819362096,6.73513880894893,6.64328556698652,7.16843903865671,6.59522360218255,6.97046381212066,7.28261099396513,6.12712852781949,5.36809113045635,6.10156986894748,7.43509108568478,6.48892796001771,6.36047010887575,5.75560013198339,6.91724732022338,4.71586283368432,5.6977799869418,5.59285782272629,6.60678110641837,7.44926652161714,7.98579068151893,7.16805627689908,5.82157987860379,6.21896807657837,6.21481320724632,7.10010706240126
"BRA036408","BRA036408","BRA036408",185.168325234143,0.803866685246693,0.213573490204429,"","BRA036408",8.47023826349739,7.70983668921577,7.95931554941865,9.39682024775637,6.96147283758314,7.79052082008404,6.18447931150309,6.70953630596734,7.68715501200912,7.30515130682977,7.34476418439013,8.30633490030715,6.05370556868893,8.304452617986,8.88435581037709,7.20098359100035,7.40733138346955,8.16534808469639,8.81691168820341,7.23187602110195,6.06878022570788,6.7799628118213,6.51194462622242,6.32539673887354,7.24992413080096,5.84246269865518,5.00759168966411,6.92548906791765,7.01775501381457,6.51157032781907,4.12390407338661
"BRA028813","BRA028813","BRA028813",109.438943676971,-0.699386167040294,0.348705010466504,"","BRA028813",6.42545737277206,5.71119871160633,7.00409611194904,7.66002896120338,5.94871861931557,5.873837913757,7.95709414255186,7.80803167185367,5.29818714672071,5.45946420275076,6.38766211711895,7.03632551819127,7.20311993812277,4.30052786740272,4.61008175564997,7.79128072531988,6.26465409204948,4.87534482917163,5.27802820948785,6.46859189094363,6.14645832152859,6.86042566141234,6.34242661759437,8.35787048047144,6.98224940621629,7.17016946530364,7.10824966406417,5.04629425654501,6.38201239957001,7.75783551071374,7.42733679794851
"BRA033577","BRA033577","BRA033577",21.5316555230603,2.55672990451549,NA,"","BRA033577",2,2,2,2,2,3.60146143083363,2,2,2,2,2,3.71841588808723,2.36626964882794,2,3.27391083372705,2,2.1978001423692,2,2,8.90691841190362,2.55006836685214,2.70515402272096,2.39634275758351,2,2,2,7.36730101938092,2,2,2,2
"BRA013721","BRA013721","BRA013721",103.383816371158,-0.524929065437571,0.477567612465097,"","BRA013721",5.85147273988444,6.13119074205289,6.75288632989383,7.18409816348711,5.78055038628494,6.03598568149509,6.7653375713871,7.64347543637003,5.32609016823263,5.87370257344458,6.40318931925159,6.83233232817863,7.12162955052963,4.4375413139369,5.4498430512376,7.7313312411072,6.4983386054844,4.7105172310704,6.43717406512454,6.62952896548246,6.9727917837844,6.76331736192948,6.15030464747621,7.39725499953411,7.1055068245611,7.87605166240045,6.04826988430909,4.26403025554407,7.66757683323744,7.93495019107516,6.92888005575158
"ERCC-00096","ERCC-00096","ERCC-00096",203.58708911779,0.0405585834596742,0.959214381228207,"","ERCC-00096",8.05515951354595,7.24344230903095,7.47350183744318,7.29753002173147,8.42540208375156,7.98180104571191,7.30707229009931,7.9241863684596,8.19438510497593,7.4081834814484,7.25348427679896,7.71888520596945,8.21742355548103,7.43324602209969,8.58521565261663,7.42566469970721,7.89802212850624,7.74283646152766,8.391022886508,7.37086266784643,7.27904922948523,7.23106696965488,7.83191755578055,7.08817476334133,7.07135171182787,7.73910413221104,7.53166435432197,7.92637341472214,6.76180565706565,7.31370488461144,7.36487564935929
"Plant_SRP ENSRNA049458315","ENSRNA049458315","ENSRNA049458315",53.6423264864555,-1.43920102993041,0.0178204884053478,"","Plant_SRP ENSRNA049458315 | ENSRNA049458315",4.12389254981394,4.18290719835186,4.82578288281844,5.10429657314725,6.13462963802934,4.76826327730635,5.44079491520401,6.44642935455148,4.94928133171462,3.9733915884762,5.36270290047017,5.02268276452603,8.82194010523854,4.30052786740272,6.36251436161302,5.68188615240899,4.17847723104963,4.8224673960828,3.78532338016855,5.45631227256304,4.4354881156579,6.31538952489256,4.26123178008891,4.60395384478479,5.4419183916616,6.40672063786162,4.17667514011707,4.85271909567935,4.82307552903381,5.91989902840172,7.78960610838429
"BRA010807","BRA010807","BRA010807",124.610589322409,0.0124317076022949,0.995956089565645,"","BRA010807",6.72933506832058,6.51312248514028,5.87010212517171,2.41188652567321,7.7686504735206,7.90690644632254,5.77353441025486,4.91509219953782,7.58692969731233,7.36614391324959,5.91104379440313,7.08040464389536,5.61725213904025,7.78103763505136,8.53314683455128,4.13129651886846,7.99760398913042,7.33439264918477,7.63422324365193,6.58738708277255,7.9496356667829,6.2923696328174,8.38949457913361,3.71623466530431,4.07791548041534,6.73476450612089,6.96882102212997,7.82442911077832,5.30924670062436,6.04871130354425,2.56541872495915
"RNase_MRP ENSRNA049459226","ENSRNA049459226","ENSRNA049459226",39.1007584574218,-2.17837771859214,4.44085941435516e-08,"","RNase_MRP ENSRNA049459226 | ENSRNA049459226",3.59225862090218,3.4700620887131,2.56636550736647,4.49209455251566,4.96271323079428,5.04720525255434,4.66719472820319,6.55337564987842,4.15635555813276,3.9733915884762,4.52521261027925,4.19010499849939,7.48030860592758,5.36809113045635,6.28066719609888,5.83214891593017,3.86594504064279,3.86423336592767,4.49109121473997,4.33285188409594,4.99318997172397,5.86313089427097,4.87250250536158,6.02134778002189,4.85650014423326,5.15858888236889,4.45043018448545,3.62036830073725,5.33843025342582,5.01219883306616,7.93019606597405
