pathway_id	ncbi_gene_id
brp00030	103850195
brp00030	103850273
brp00030	103850396
brp00030	103850867
brp00030	103851815
brp00030	103852702
brp00030	103853791
brp00030	103856000
brp00030	103856014
brp00030	103856808
brp00030	103860590
brp00030	103860608
brp00030	103861499
brp00030	103862344
brp00030	103862864
brp00030	103863263
brp00030	103864104
brp00030	103864267
brp00030	103864532
brp00030	103865548
brp00030	103866006
brp00030	103866145
brp00030	103866271
brp00030	103866289
brp00030	103866871
brp00030	103867363
brp00030	103867569
brp00030	103868514
brp00030	103870918
brp00030	103872022
brp00030	103872038
brp00030	103872153
brp00030	103872503
brp00030	103872883
brp00030	103873862
brp00030	103874309
brp00030	103874310
brp00030	103874311
brp00030	103874312
brp00030	103874314
brp00030	103875228
brp00030	103875231
brp00030	117133897
brp00040	103827511
brp00040	103827823
brp00040	103827827
brp00040	103828610
brp00040	103828688
brp00040	103828990
brp00040	103829999
brp00040	103830105
brp00040	103831011
brp00040	103831059
brp00040	103831201
brp00040	103831485
brp00040	103832662
brp00040	103833059
brp00040	103833068
brp00040	103833411
brp00040	103834235
brp00040	103834248
brp00040	103834493
brp00040	103834560
brp00040	103834581
brp00040	103834896
brp00040	103835322
brp00040	103835323
brp00040	103836073
brp00040	103836237
brp00040	103836520
brp00040	103836561
brp00040	103836641
brp00040	103836643
brp00040	103836758
brp00040	103836759
brp00040	103836760
brp00040	103836940
brp00040	103836991
brp00040	103837162
brp00040	103837203
brp00040	103837270
brp00040	103837461
brp00040	103838288
brp00040	103839439
brp00040	103840623
brp00040	103841243
brp00040	103841403
brp00040	103841655
brp00040	103841831
brp00040	103841916
brp00040	103842042
brp00040	103842123
brp00040	103842134
brp00040	103842186
brp00040	103842535
brp00040	103842766
brp00040	103842969
brp00040	103843236
brp00040	103843635
brp00040	103843688
brp00040	103843737
brp00040	103844104
brp00040	103844229
brp00040	103844561
brp00040	103844563
brp00040	103845005
brp00040	103845199
brp00040	103845728
brp00040	103846266
brp00040	103846408
brp00040	103846441
brp00040	103846471
brp00040	103846481
brp00040	103847037
brp00040	103847061
brp00040	103847197
brp00040	103847237
brp00040	103847312
brp00040	103847348
brp00040	103848028
brp00040	103848519
brp00040	103848597
brp00040	103849010
brp00040	103849020
brp00040	103849039
brp00040	103849657
brp00040	103849910
brp00040	103849973
brp00040	103850082
brp00040	103850139
brp00040	103850282
brp00040	103850654
brp00040	103850968
brp00040	103850986
brp00040	103851024
brp00040	103851087
brp00040	103851295
brp00040	103851864
brp00040	103851871
brp00040	103852276
brp00040	103852424
brp00040	103853982
brp00040	103854159
brp00040	103854237
brp00040	103854567
brp00040	103854578
brp00040	103855145
brp00040	103855408
brp00040	103855563
brp00040	103855601
brp00040	103856110
brp00040	103856139
brp00040	103856241
brp00040	103857180
brp00040	103857474
brp00040	103857735
brp00040	103858104
brp00040	103858105
brp00040	103858168
brp00040	103858475
brp00040	103858641
brp00040	103858900
brp00040	103858923
brp00040	103859103
brp00040	103859184
brp00040	103859243
brp00040	103859245
brp00040	103859255
brp00040	103859565
brp00040	103859637
brp00040	103859732
brp00040	103860590
brp00040	103860618
brp00040	103860809
brp00040	103860974
brp00040	103861505
brp00040	103861951
brp00040	103862427
brp00040	103862557
brp00040	103863187
brp00040	103863605
brp00040	103863641
brp00040	103863829
brp00040	103863930
brp00040	103864284
brp00040	103864496
brp00040	103865247
brp00040	103865787
brp00040	103865908
brp00040	103866107
brp00040	103866108
brp00040	103866111
brp00040	103866112
brp00040	103866113
brp00040	103866173
brp00040	103866198
brp00040	103866363
brp00040	103866594
brp00040	103866751
brp00040	103866752
brp00040	103866753
brp00040	103866866
brp00040	103867160
brp00040	103867161
brp00040	103869879
brp00040	103869880
brp00040	103870041
brp00040	103870538
brp00040	103870621
brp00040	103870629
brp00040	103870630
brp00040	103870710
brp00040	103870718
brp00040	103870804
brp00040	103870875
brp00040	103870876
brp00040	103872042
brp00040	103872043
brp00040	103872235
brp00040	103872502
brp00040	103873248
brp00040	103873272
brp00040	103873738
brp00040	103873981
brp00040	103874504
brp00040	103874929
brp00040	103875023
brp00040	103875098
brp00040	103875221
brp00040	103875286
brp00040	108872254
brp00040	117132119
brp00040	117132121
brp00040	117132135
brp00051	103827616
brp00051	103828073
brp00051	103828152
brp00051	103828273
brp00051	103829602
brp00051	103829612
brp00051	103830217
brp00051	103830680
brp00051	103831107
brp00051	103831806
brp00051	103831949
brp00051	103832118
brp00051	103832662
brp00051	103832773
brp00051	103832788
brp00051	103832872
brp00051	103833143
brp00051	103835052
brp00051	103835074
brp00051	103835152
brp00051	103836456
brp00051	103836498
brp00051	103837689
brp00051	103837888
brp00051	103837987
brp00051	103839851
brp00051	103839915
brp00051	103841032
brp00051	103841225
brp00051	103841316
brp00051	103841792
brp00051	103842310
brp00051	103842537
brp00051	103842552
brp00051	103842585
brp00051	103843385
brp00051	103843479
brp00051	103843574
brp00051	103843922
brp00051	103843983
brp00051	103844077
brp00051	103844599
brp00051	103845096
brp00051	103845199
brp00051	103847249
brp00051	103847368
brp00051	103850273
brp00051	103850396
brp00051	103851815
brp00051	103852367
brp00051	103852926
brp00051	103853791
brp00051	103855348
brp00051	103855394
brp00051	103856808
brp00051	103857166
brp00051	103857280
brp00051	103857369
brp00051	103857881
brp00051	103858193
brp00051	103858555
brp00051	103858576
brp00051	103859368
brp00051	103860608
brp00051	103860697
brp00051	103861976
brp00051	103861979
brp00051	103862944
brp00051	103863161
brp00051	103863163
brp00051	103863263
brp00051	103864220
brp00051	103864252
brp00051	103864267
brp00051	103865548
brp00051	103865745
brp00051	103866006
brp00051	103866239
brp00051	103866271
brp00051	103866289
brp00051	103866923
brp00051	103867013
brp00051	103867569
brp00051	103867879
brp00051	103868032
brp00051	103868514
brp00051	103868622
brp00051	103869365
brp00051	103870907
brp00051	103871346
brp00051	103872038
brp00051	103872153
brp00051	103872568
brp00051	103872569
brp00051	103872883
brp00051	103873862
brp00051	117133897
brp00052	103827616
brp00052	103828273
brp00052	103830770
brp00052	103831714
brp00052	103832560
brp00052	103832797
brp00052	103832872
brp00052	103833584
brp00052	103833913
brp00052	103833964
brp00052	103834387
brp00052	103834845
brp00052	103835052
brp00052	103835074
brp00052	103835677
brp00052	103836145
brp00052	103836787
brp00052	103837888
brp00052	103837987
brp00052	103838037
brp00052	103838165
brp00052	103838293
brp00052	103838379
brp00052	103838508
brp00052	103838509
brp00052	103838671
brp00052	103838909
brp00052	103840790
brp00052	103840840
brp00052	103841539
brp00052	103841656
brp00052	103842186
brp00052	103842246
brp00052	103842569
brp00052	103843145
brp00052	103843355
brp00052	103843646
brp00052	103843850
brp00052	103843922
brp00052	103845096
brp00052	103845536
brp00052	103845694
brp00052	103845858
brp00052	103846437
brp00052	103846681
brp00052	103849297
brp00052	103849456
brp00052	103850012
brp00052	103850396
brp00052	103850693
brp00052	103850695
brp00052	103851337
brp00052	103851815
brp00052	103853791
brp00052	103855145
brp00052	103855779
brp00052	103855780
brp00052	103855926
brp00052	103855945
brp00052	103856116
brp00052	103856241
brp00052	103856808
brp00052	103857280
brp00052	103857608
brp00052	103858523
brp00052	103858924
brp00052	103860608
brp00052	103861448
brp00052	103861558
brp00052	103863233
brp00052	103863452
brp00052	103863987
brp00052	103865521
brp00052	103866006
brp00052	103866399
brp00052	103868514
brp00052	103868622
brp00052	103868818
brp00052	103869365
brp00052	103869626
brp00052	103870093
brp00052	103870095
brp00052	103870742
brp00052	103871058
brp00052	103871346
brp00052	103872021
brp00052	103873204
brp00052	117125650
brp00052	117133897
brp00053	103828278
brp00053	103828701
brp00053	103832079
brp00053	103832195
brp00053	103832574
brp00053	103832576
brp00053	103832634
brp00053	103833133
brp00053	103834464
brp00053	103834830
brp00053	103834979
brp00053	103835143
brp00053	103835648
brp00053	103835841
brp00053	103836413
brp00053	103836945
brp00053	103837984
brp00053	103838242
brp00053	103838791
brp00053	103839899
brp00053	103840237
brp00053	103840623
brp00053	103840735
brp00053	103841218
brp00053	103842186
brp00053	103843426
brp00053	103845074
brp00053	103845085
brp00053	103845610
brp00053	103845611
brp00053	103845612
brp00053	103846305
brp00053	103846408
brp00053	103846481
brp00053	103848043
brp00053	103849284
brp00053	103849761
brp00053	103849762
brp00053	103849851
brp00053	103850139
brp00053	103850775
brp00053	103850986
brp00053	103851061
brp00053	103851396
brp00053	103851813
brp00053	103851822
brp00053	103851903
brp00053	103852660
brp00053	103852942
brp00053	103853482
brp00053	103854214
brp00053	103854620
brp00053	103855408
brp00053	103855533
brp00053	103856139
brp00053	103857735
brp00053	103858172
brp00053	103858900
brp00053	103859275
brp00053	103859514
brp00053	103859515
brp00053	103860010
brp00053	103860476
brp00053	103861660
brp00053	103861964
brp00053	103862119
brp00053	103862253
brp00053	103862385
brp00053	103862462
brp00053	103863829
brp00053	103866436
brp00053	103866437
brp00053	103866439
brp00053	103866673
brp00053	103867160
brp00053	103867161
brp00053	103868729
brp00053	103869258
brp00053	103870173
brp00053	103870175
brp00053	103870727
brp00053	103870884
brp00053	103871036
brp00053	103871533
brp00053	103871729
brp00053	103872250
brp00053	103872760
brp00053	103873180
brp00053	103873188
brp00053	103873557
brp00053	103874594
brp00053	103875190
brp00053	108872254
brp00061	103827740
brp00061	103828233
brp00061	103828582
brp00061	103829087
brp00061	103830564
brp00061	103830674
brp00061	103831955
brp00061	103833578
brp00061	103833911
brp00061	103835584
brp00061	103836386
brp00061	103837905
brp00061	103838061
brp00061	103838201
brp00061	103838380
brp00061	103839059
brp00061	103839618
brp00061	103840132
brp00061	103843309
brp00061	103843393
brp00061	103843412
brp00061	103843798
brp00061	103845857
brp00061	103846343
brp00061	103846344
brp00061	103846406
brp00061	103850337
brp00061	103851039
brp00061	103852924
brp00061	103853538
brp00061	103853696
brp00061	103854439
brp00061	103855205
brp00061	103855855
brp00061	103856142
brp00061	103856193
brp00061	103857757
brp00061	103858091
brp00061	103858976
brp00061	103859132
brp00061	103860006
brp00061	103860266
brp00061	103860297
brp00061	103860306
brp00061	103860354
brp00061	103860355
brp00061	103861474
brp00061	103863566
brp00061	103863644
brp00061	103863650
brp00061	103864335
brp00061	103865021
brp00061	103866392
brp00061	103866745
brp00061	103867140
brp00061	103867972
brp00061	103868651
brp00061	103869849
brp00061	103870910
brp00061	103871500
brp00061	103871592
brp00061	103871796
brp00061	103872929
brp00061	103873568
brp00061	103874524
brp00061	41704060
brp00062	103827656
brp00062	103827956
brp00062	103828479
brp00062	103829117
brp00062	103829755
brp00062	103830254
brp00062	103830864
brp00062	103830968
brp00062	103831198
brp00062	103834013
brp00062	103834409
brp00062	103834530
brp00062	103836419
brp00062	103839066
brp00062	103839533
brp00062	103840151
brp00062	103840573
brp00062	103841442
brp00062	103842159
brp00062	103842643
brp00062	103843773
brp00062	103844277
brp00062	103844626
brp00062	103844672
brp00062	103846046
brp00062	103846802
brp00062	103847245
brp00062	103847281
brp00062	103848757
brp00062	103848834
brp00062	103850550
brp00062	103851552
brp00062	103852421
brp00062	103852706
brp00062	103853313
brp00062	103854573
brp00062	103855870
brp00062	103858865
brp00062	103860447
brp00062	103860746
brp00062	103860915
brp00062	103862332
brp00062	103864722
brp00062	103864907
brp00062	103866440
brp00062	103868101
brp00062	103868109
brp00062	103868136
brp00062	103871521
brp00062	103872742
brp00062	103873568
brp00071	103827804
brp00071	103827942
brp00071	103829330
brp00071	103830564
brp00071	103830574
brp00071	103831345
brp00071	103832166
brp00071	103832634
brp00071	103833133
brp00071	103833439
brp00071	103833911
brp00071	103834740
brp00071	103834979
brp00071	103835648
brp00071	103835700
brp00071	103836556
brp00071	103837234
brp00071	103837242
brp00071	103837563
brp00071	103838201
brp00071	103839215
brp00071	103839509
brp00071	103840137
brp00071	103840237
brp00071	103840735
brp00071	103841125
brp00071	103842505
brp00071	103843798
brp00071	103844046
brp00071	103844048
brp00071	103844049
brp00071	103847601
brp00071	103849627
brp00071	103851611
brp00071	103852243
brp00071	103853538
brp00071	103853925
brp00071	103854439
brp00071	103854526
brp00071	103854565
brp00071	103854788
brp00071	103856662
brp00071	103857473
brp00071	103857580
brp00071	103859132
brp00071	103859186
brp00071	103859746
brp00071	103860006
brp00071	103860297
brp00071	103860839
brp00071	103861474
brp00071	103861864
brp00071	103862462
brp00071	103863519
brp00071	103863566
brp00071	103865244
brp00071	103866392
brp00071	103867566
brp00071	103868651
brp00071	103868729
brp00071	103869051
brp00071	103869185
brp00071	103869258
brp00071	103870717
brp00071	103870719
brp00071	103870727
brp00071	103873180
brp00071	103873557
brp00071	103873937
brp00071	103874524
brp00071	103874765
brp00071	103874937
brp00071	117133757
brp00073	103829280
brp00073	103830063
brp00073	103830073
brp00073	103830771
brp00073	103830877
brp00073	103831345
brp00073	103831602
brp00073	103833324
brp00073	103834459
brp00073	103836223
brp00073	103836926
brp00073	103837170
brp00073	103838647
brp00073	103838648
brp00073	103838649
brp00073	103838650
brp00073	103838652
brp00073	103838728
brp00073	103841569
brp00073	103843234
brp00073	103843799
brp00073	103843834
brp00073	103844166
brp00073	103844662
brp00073	103844969
brp00073	103844973
brp00073	103844978
brp00073	103845220
brp00073	103845537
brp00073	103845550
brp00073	103845856
brp00073	103847271
brp00073	103849660
brp00073	103849863
brp00073	103850203
brp00073	103850209
brp00073	103850827
brp00073	103851446
brp00073	103851611
brp00073	103851685
brp00073	103851882
brp00073	103851883
brp00073	103851884
brp00073	103851930
brp00073	103852674
brp00073	103852814
brp00073	103853312
brp00073	103854285
brp00073	103854286
brp00073	103854289
brp00073	103854618
brp00073	103854909
brp00073	103855577
brp00073	103856516
brp00073	103856662
brp00073	103856731
brp00073	103856913
brp00073	103856996
brp00073	103857084
brp00073	103857486
brp00073	103857577
brp00073	103857727
brp00073	103857833
brp00073	103860518
brp00073	103863090
brp00073	103864048
brp00073	103864056
brp00073	103865264
brp00073	103865622
brp00073	103865625
brp00073	103866541
brp00073	103866938
brp00073	103867170
brp00073	103867540
brp00073	103868062
brp00073	103870288
brp00073	103870454
brp00073	103873120
brp00073	103873613
brp00073	103873656
brp00073	103873767
brp00073	103875146
brp00073	103875156
brp00073	103875271
brp00073	117127887
brp00100	103828480
brp00100	103828738
brp00100	103829457
brp00100	103830087
brp00100	103832055
brp00100	103832876
brp00100	103834400
brp00100	103836007
brp00100	103836099
brp00100	103836218
brp00100	103836444
brp00100	103836950
brp00100	103838611
brp00100	103842157
brp00100	103842220
brp00100	103842601
brp00100	103842743
brp00100	103843392
brp00100	103843402
brp00100	103843901
brp00100	103843947
brp00100	103847336
brp00100	103848761
brp00100	103850274
brp00100	103850528
brp00100	103850891
brp00100	103853483
brp00100	103854873
brp00100	103854874
brp00100	103854876
brp00100	103855549
brp00100	103856028
brp00100	103857940
brp00100	103858451
brp00100	103858971
brp00100	103858974
brp00100	103860261
brp00100	103860313
brp00100	103860345
brp00100	103862364
brp00100	103863546
brp00100	103864397
brp00100	103864965
brp00100	103865343
brp00100	103865842
brp00100	103866715
brp00100	103867449
brp00100	103869418
brp00100	103870908
brp00100	103871918
brp00100	103872154
brp00100	103872807
brp00100	103874288
brp00100	103874805
brp00100	108870355
brp00100	117125925
brp00130	103828352
brp00130	103828469
brp00130	103828683
brp00130	103829906
brp00130	103830388
brp00130	103830688
brp00130	103831048
brp00130	103833017
brp00130	103834330
brp00130	103835666
brp00130	103835877
brp00130	103838045
brp00130	103838505
brp00130	103839764
brp00130	103839765
brp00130	103840383
brp00130	103842224
brp00130	103842591
brp00130	103843547
brp00130	103844028
brp00130	103844906
brp00130	103845167
brp00130	103847188
brp00130	103851620
brp00130	103851957
brp00130	103852000
brp00130	103852208
brp00130	103852540
brp00130	103852920
brp00130	103853294
brp00130	103853939
brp00130	103854251
brp00130	103854450
brp00130	103855040
brp00130	103856761
brp00130	103857041
brp00130	103857048
brp00130	103857322
brp00130	103857323
brp00130	103858362
brp00130	103859421
brp00130	103859897
brp00130	103859898
brp00130	103861340
brp00130	103861413
brp00130	103861424
brp00130	103861830
brp00130	103862197
brp00130	103862494
brp00130	103865042
brp00130	103865043
brp00130	103865085
brp00130	103866981
brp00130	103867954
brp00130	103868301
brp00130	103868556
brp00130	103868682
brp00130	103869195
brp00130	103869196
brp00130	103869197
brp00130	103870296
brp00130	103871476
brp00130	103872693
brp00130	103875007
brp00130	103875391
brp00190	103827535
brp00190	103827675
brp00190	103828078
brp00190	103828181
brp00190	103828351
brp00190	103828410
brp00190	103829307
brp00190	103829310
brp00190	103829329
brp00190	103829438
brp00190	103829467
brp00190	103829568
brp00190	103829750
brp00190	103830181
brp00190	103830368
brp00190	103830447
brp00190	103830502
brp00190	103830510
brp00190	103831049
brp00190	103832047
brp00190	103832367
brp00190	103832377
brp00190	103832468
brp00190	103832772
brp00190	103832834
brp00190	103833659
brp00190	103833900
brp00190	103834393
brp00190	103834396
brp00190	103834555
brp00190	103834558
brp00190	103834686
brp00190	103834715
brp00190	103834836
brp00190	103834844
brp00190	103835051
brp00190	103835147
brp00190	103835154
brp00190	103835158
brp00190	103835339
brp00190	103835524
brp00190	103835699
brp00190	103835823
brp00190	103835963
brp00190	103836020
brp00190	103836044
brp00190	103836138
brp00190	103836450
brp00190	103836504
brp00190	103836565
brp00190	103836653
brp00190	103836729
brp00190	103836732
brp00190	103836837
brp00190	103836983
brp00190	103836989
brp00190	103837028
brp00190	103837626
brp00190	103837712
brp00190	103837847
brp00190	103837929
brp00190	103838009
brp00190	103838069
brp00190	103838142
brp00190	103838839
brp00190	103839455
brp00190	103839558
brp00190	103839780
brp00190	103839821
brp00190	103840380
brp00190	103840609
brp00190	103840815
brp00190	103840824
brp00190	103840942
brp00190	103841166
brp00190	103841202
brp00190	103841287
brp00190	103841748
brp00190	103841882
brp00190	103842081
brp00190	103842249
brp00190	103842528
brp00190	103842605
brp00190	103842917
brp00190	103843100
brp00190	103843638
brp00190	103843752
brp00190	103843767
brp00190	103843969
brp00190	103844002
brp00190	103844029
brp00190	103844234
brp00190	103844587
brp00190	103844615
brp00190	103844760
brp00190	103845044
brp00190	103845176
brp00190	103845648
brp00190	103845805
brp00190	103846573
brp00190	103846574
brp00190	103846695
brp00190	103847166
brp00190	103847182
brp00190	103847184
brp00190	103847217
brp00190	103847222
brp00190	103847878
brp00190	103848838
brp00190	103849176
brp00190	103850074
brp00190	103850190
brp00190	103850367
brp00190	103850708
brp00190	103850710
brp00190	103850793
brp00190	103850851
brp00190	103850868
brp00190	103850869
brp00190	103850871
brp00190	103850902
brp00190	103851196
brp00190	103851204
brp00190	103851247
brp00190	103851779
brp00190	103851890
brp00190	103852073
brp00190	103852226
brp00190	103852722
brp00190	103852852
brp00190	103853056
brp00190	103853150
brp00190	103853341
brp00190	103853496
brp00190	103853534
brp00190	103853767
brp00190	103853828
brp00190	103854189
brp00190	103854239
brp00190	103854256
brp00190	103854508
brp00190	103854752
brp00190	103855020
brp00190	103855126
brp00190	103855131
brp00190	103855282
brp00190	103855792
brp00190	103855811
brp00190	103855812
brp00190	103855828
brp00190	103855929
brp00190	103856015
brp00190	103856016
brp00190	103856017
brp00190	103856220
brp00190	103856346
brp00190	103856999
brp00190	103857112
brp00190	103857281
brp00190	103857383
brp00190	103857450
brp00190	103857694
brp00190	103858136
brp00190	103858221
brp00190	103858292
brp00190	103858533
brp00190	103858550
brp00190	103858593
brp00190	103858669
brp00190	103858753
brp00190	103858755
brp00190	103858915
brp00190	103859337
brp00190	103859436
brp00190	103859631
brp00190	103859752
brp00190	103859894
brp00190	103860344
brp00190	103860464
brp00190	103860757
brp00190	103861379
brp00190	103861430
brp00190	103861596
brp00190	103861651
brp00190	103861803
brp00190	103861816
brp00190	103861891
brp00190	103861934
brp00190	103861935
brp00190	103862324
brp00190	103862368
brp00190	103862370
brp00190	103863389
brp00190	103863474
brp00190	103863715
brp00190	103863727
brp00190	103864191
brp00190	103864270
brp00190	103864896
brp00190	103865241
brp00190	103865990
brp00190	103866143
brp00190	103866313
brp00190	103866353
brp00190	103866426
brp00190	103866807
brp00190	103866817
brp00190	103867577
brp00190	103867816
brp00190	103868164
brp00190	103868558
brp00190	103869050
brp00190	103869566
brp00190	103869894
brp00190	103869896
brp00190	103870262
brp00190	103870609
brp00190	103870977
brp00190	103871162
brp00190	103871975
brp00190	103872139
brp00190	103872158
brp00190	103872303
brp00190	103872459
brp00190	103872800
brp00190	103872821
brp00190	103874037
brp00190	103874056
brp00190	103874166
brp00190	103874913
brp00190	103875137
brp00190	103875224
brp00190	103875236
brp00190	108869119
brp00190	108869853
brp00190	117125609
brp00190	117125991
brp00190	117126232
brp00190	117129781
brp00190	117129791
brp00190	117133603
brp00190	41704052
brp00190	41704053
brp00190	41704054
brp00190	41704057
brp00190	41704058
brp00190	41704080
brp00190	41704081
brp00190	41704082
brp00190	41704083
brp00190	41704097
brp00190	41704137
brp00190	41704149
brp00190	41704153
brp00190	41704155
brp00190	41704156
brp00190	41704157
brp00190	41704158
brp00190	41704159
brp00190	56140990
brp00190	56140992
brp00190	56140996
brp00190	56141010
brp00190	56141011
brp00190	56141014
brp00190	56141017
brp00190	56141020
brp00190	56141031
brp00190	56141033
brp00190	56141039
brp00190	56141048
brp00190	56141050
brp00190	56141058
brp00190	56141060
brp00190	56141064
brp00190	56141084
brp00195	103828782
brp00195	103829310
brp00195	103829458
brp00195	103829589
brp00195	103829671
brp00195	103830206
brp00195	103830498
brp00195	103831013
brp00195	103831199
brp00195	103832056
brp00195	103832382
brp00195	103832566
brp00195	103832805
brp00195	103833131
brp00195	103833653
brp00195	103833816
brp00195	103834743
brp00195	103835217
brp00195	103835801
brp00195	103835814
brp00195	103836020
brp00195	103836470
brp00195	103836610
brp00195	103836715
brp00195	103837509
brp00195	103837674
brp00195	103837695
brp00195	103838467
brp00195	103838839
brp00195	103839748
brp00195	103839762
brp00195	103839821
brp00195	103840153
brp00195	103840210
brp00195	103840252
brp00195	103840388
brp00195	103840402
brp00195	103842995
brp00195	103843400
brp00195	103843499
brp00195	103844007
brp00195	103844017
brp00195	103844493
brp00195	103846718
brp00195	103846844
