"gene_id","SRR4417242","SRR4417238","SRR4417240","SRR4417241","SRR4417237","SRR4417239","SRR4417243","SRR4417244","Log2fc_(High)v(Low)","Stat_(High)v(Low)","P.value_(High)v(Low)","Adj.p.value_(High)v(Low)","Log2fc_(Low)v(High)","Stat_(Low)v(High)","P.value_(Low)v(High)","Adj.p.value_(Low)v(High)","All.mean","All.stdev","LRT.p.value","Group.Mean_(High)","Group.Stdev_(High)","Group.Mean_(Low)","Group.Stdev_(Low)"
"Bra000001",15.009228035394,1,13.7715173111245,5.65024938204148,2.78254555385792,3.1418568187245,6.2892115440434,6.79791603786025,-0.803389634739395,-0.77906851851829,0.435939353688539,0.776444740854067,0.803389634739395,0.77906851851829,0.435939353688539,0.776444740854067,6.80531558538076,5.08131085375608,0.77720381837153,5.17397992092674,5.80770293634957,8.43665124983478,4.40680350351923
"Bra000002",7.36769541927052,28.1276671364093,11.8066027777445,14.9508753647007,46.4532535692633,17.0644633606984,16.8676346132917,14.2526212383048,0.992875798009311,1.75477975160804,0.0792969883582846,0.391021451980358,-0.992875798009311,-1.75477975160804,0.0792969883582846,0.391021451980358,19.6113516849604,12.3536414812419,0.393959608341823,25.8629967110289,15.3197455282196,13.3597066588919,4.14483097868024
"Bra000003",357.563142589138,321.603270918715,345.821186571916,272.276083591957,243.384957908837,350.177119845032,342.154141476232,245.36153345346,0.0487102859671848,0.246732443773115,0.805115296147968,0.940713068611424,-0.0487102859671848,-0.246732443773115,0.805115296147968,0.940713068611424,309.792679544411,48.353727607511,0.938944590684219,315.246633811125,49.5292823485611,304.338725277697,54.0652890733413
"Bra000004",13.7330591942019,39.2263480091754,40.2946806272194,30.4541585939578,25.055936507945,19.2116319737823,31.1485049334716,17.5683765755535,0.418571240663626,0.957422448709578,0.338354072204058,0.708961359885417,-0.418571240663626,-0.957422448709578,0.338354072204058,0.708961359885417,27.0865870519134,9.89024586574411,0.708757634527291,30.9471492795305,10.4618390393306,23.2260248242962,8.89076279129181
"Bra000005",732.02479685633,753.174261696501,743.712216072837,754.341368511746,727.383577239028,750.653421260734,772.695964166406,727.397920270697,-0.00743637150069959,-0.100116145972506,0.920252117102301,0.979185057388531,0.00743637150069959,0.100116145972506,0.920252117102301,0.979185057388531,745.172940759285,15.7799778232512,0.973418496331298,743.730869067275,11.6093883168315,746.615012451295,20.9927260682041
"Bra000006",1032.30028834801,983.797608058138,950.92848925099,974.568793116086,1132.3742581623,897.760985594321,972.099191794748,1285.13189598853,-0.105460559119138,-0.733494937411195,0.46325661446027,0.792112722626486,0.105460559119138,0.733494937411195,0.46325661446027,0.792112722626486,1028.62018878914,124.132462331484,0.791700277128033,991.215335266437,100.561108493901,1066.02504231184,148.695979849643
"Bra000007",16.2818012206379,33.0601702690109,17.7009048148082,24.2518943161797,14.3676026966322,17.0655666034905,21.0990037680084,15.9097573150064,0.0771283961096382,0.183547971181297,0.854368082490697,0.958516650269379,-0.0771283961096382,-0.183547971181297,0.854368082490697,0.958516650269379,19.9670876254718,6.16466336719137,0.952673360705434,20.5485610959855,8.46532156828766,19.3856141549581,4.01379380290436
"Bra000008",15.0086679301657,17.0300279320479,8.85930546881815,7.2004387414865,15.2593871264749,23.4909097322536,17.3965557442678,15.0811357854398,0.207429361170921,0.418609103165542,0.675501835603419,0.892920574111168,-0.207429361170921,-0.418609103165542,0.675501835603419,0.892920574111168,14.9158035576193,5.07822457128676,0.890028949532204,16.1599075648986,6.01693250353823,13.6716995503399,4.45442720115286
"Bra000009",751.073434489262,960.340458095377,923.47646885089,901.627647927752,1229.90494117153,944.600705721495,843.042472610221,1086.10930718281,0.180155413968138,1.07492990485903,0.28240611198786,0.665414354897907,-0.180155413968138,-1.07492990485903,0.28240611198786,0.665414354897907,955.021929506167,146.804978564606,0.665750917423582,1014.58064345982,144.341854879822,895.463215552512,141.398108953094
"Bra000010",379.242271202997,197.058962745854,73.6990280371324,224.213711653278,145.38168427434,345.848813365029,72.404355773921,243.687986663454,-0.2705603365918,-0.486512951085686,0.626603525184433,0.873323994565833,0.2705603365918,0.486512951085686,0.626603525184433,0.873323994565833,210.192101714501,113.57060404054,0.872715981189503,190.497122105589,115.259711432466,229.887081323412,125.605777072662
